game,position,move1,pct1,move2,pct2,move3,pct3,move4,pct4,move5,pct5
50,start,e2e3,19.2%,a2a3,12.1%,b2b3,9.1%,a2a4,9.1%,b2b4,9.1%
50,after_e4,b8c6,19.2%,b7b6,12.1%,b7b5,10.1%,a7a5,9.1%,f7f6,5.1%
50,after_d4,b8c6,20.2%,a7a5,13.1%,e7e6,10.1%,a7a6,7.1%,c7c6,6.1%
50,italian_game,a2a4,11.1%,a2a3,8.1%,b2b3,7.1%,g2g3,5.1%,c2c3,4.0%
50,queens_gambit,g7g6,17.2%,b7b6,12.1%,c7c6,7.1%,g7g5,6.1%,e7e5,6.1%
100,start,e2e3,31.3%,a2a3,16.2%,g1f3,3.0%,g1h3,3.0%,b1c3,3.0%
100,after_e4,b8c6,26.3%,a7a5,10.1%,e7e6,9.1%,a7a6,6.1%,c7c5,5.1%
100,after_d4,e7e6,15.2%,b8c6,14.1%,a7a5,11.1%,a7a6,8.1%,b7b6,7.1%
100,italian_game,a2a3,9.1%,b2b3,7.1%,b2b4,5.1%,a2a4,5.1%,d1e2,4.0%
100,queens_gambit,c7c6,17.2%,b8c6,11.1%,a7a5,8.1%,f7f5,8.1%,e7e6,7.1%
150,start,e2e3,38.4%,a2a3,12.1%,g1f3,3.0%,g1h3,3.0%,b1c3,3.0%
150,after_e4,b8c6,30.3%,a7a5,10.1%,a7a6,8.1%,e7e6,6.1%,e7e5,4.0%
150,after_d4,e7e6,24.2%,b8c6,14.1%,a7a6,13.1%,a7a5,6.1%,e7e5,5.1%
150,italian_game,b2b3,8.1%,a2a4,6.1%,b1a3,6.1%,f3e5,5.1%,c2c3,5.1%
150,queens_gambit,c7c6,25.3%,e7e6,7.1%,b7b5,5.1%,a7a5,5.1%,b7b6,5.1%
200,start,e2e3,30.3%,a2a3,11.1%,a2a4,10.1%,b2b3,4.0%,g1h3,3.0%
200,after_e4,b8c6,15.2%,a7a5,14.1%,e7e6,13.1%,a7a6,12.1%,e7e5,6.1%
200,after_d4,e7e6,18.2%,b8c6,17.2%,a7a5,10.1%,a7a6,9.1%,h7h5,5.1%
200,italian_game,a2a4,9.1%,a2a3,6.1%,b2b3,5.1%,c2c3,4.0%,f1d3,4.0%
200,queens_gambit,c7c6,16.2%,e7e6,6.1%,a7a6,6.1%,f7f5,5.1%,b7b6,5.1%
250,start,e2e3,43.4%,a2a3,5.1%,a2a4,4.0%,g1f3,3.0%,b2b3,3.0%
250,after_e4,e7e6,16.2%,b8c6,14.1%,g7g6,9.1%,a7a5,9.1%,b7b6,6.1%
250,after_d4,e7e6,26.3%,h7h5,7.1%,b8c6,7.1%,b7b6,6.1%,a7a5,6.1%
250,italian_game,a2a4,11.1%,b2b3,8.1%,a2a3,7.1%,g2g4,5.1%,g2g3,5.1%
250,queens_gambit,e7e6,12.1%,g7g6,8.1%,c7c6,7.1%,e7e5,6.1%,a7a5,5.1%
300,start,e2e3,33.3%,a2a3,9.1%,a2a4,7.1%,h2h4,4.0%,f2f3,4.0%
300,after_e4,e7e6,20.2%,b8c6,15.2%,a7a5,12.1%,g7g6,5.1%,f7f6,5.1%
300,after_d4,e7e6,17.2%,a7a5,12.1%,b8c6,11.1%,h7h5,7.1%,a7a6,6.1%
300,italian_game,a2a4,9.1%,b2b3,9.1%,g2g4,7.1%,a2a3,6.1%,h2h4,5.1%
300,queens_gambit,c7c6,12.1%,a7a5,8.1%,f7f5,6.1%,e7e6,6.1%,a7a6,5.1%
350,start,e2e3,36.4%,a2a4,9.1%,a2a3,6.1%,f2f4,4.0%,b2b3,4.0%
350,after_e4,e7e6,14.1%,g7g6,13.1%,b8c6,13.1%,g7g5,7.1%,a7a5,7.1%
350,after_d4,a7a5,17.2%,e7e6,13.1%,b8c6,11.1%,h7h5,7.1%,g7g6,7.1%
350,italian_game,g2g4,7.1%,b2b3,7.1%,a2a4,6.1%,b1a3,5.1%,d1e2,4.0%
350,queens_gambit,g7g6,16.2%,e7e6,9.1%,e7e5,6.1%,a7a5,5.1%,f7f5,4.0%
400,start,e2e3,30.3%,a2a4,10.1%,a2a3,8.1%,b2b3,4.0%,b1a3,4.0%
400,after_e4,b8c6,21.2%,a7a5,14.1%,e7e6,12.1%,b7b6,7.1%,e7e5,4.0%
400,after_d4,e7e6,17.2%,b8c6,12.1%,a7a5,11.1%,b7b6,7.1%,g7g6,5.1%
400,italian_game,a2a4,13.1%,b2b3,6.1%,g2g4,5.1%,a2a3,5.1%,g2g3,4.0%
400,queens_gambit,e7e6,10.1%,g7g6,8.1%,e7e5,7.1%,a7a6,5.1%,a7a5,5.1%
450,start,e2e3,47.5%,a2a4,5.1%,a2a3,4.0%,h2h4,4.0%,b1a3,4.0%
450,after_e4,e7e6,20.2%,a7a5,18.2%,b8c6,12.1%,f7f6,5.1%,a7a6,5.1%
450,after_d4,e7e6,17.2%,b8c6,12.1%,g7g6,9.1%,a7a5,7.1%,h7h5,6.1%
450,italian_game,b2b3,8.1%,h2h3,7.1%,d1e2,5.1%,g2g3,5.1%,a2a3,5.1%
450,queens_gambit,g7g6,15.2%,c7c6,7.1%,a7a5,5.1%,g7g5,5.1%,a7a6,4.0%
500,start,e2e3,41.4%,a2a3,7.1%,a2a4,6.1%,c2c4,4.0%,g1f3,3.0%
500,after_e4,e7e6,19.2%,b8c6,18.2%,a7a5,13.1%,a7a6,6.1%,c7c5,5.1%
500,after_d4,b8c6,17.2%,a7a5,16.2%,e7e6,14.1%,d7d6,7.1%,a7a6,6.1%
500,italian_game,a2a3,8.1%,a2a4,6.1%,b2b3,6.1%,d1e2,5.1%,b1a3,5.1%
500,queens_gambit,c7c6,7.1%,a7a5,7.1%,g7g5,5.1%,f7f5,5.1%,e7e5,5.1%
550,start,e2e3,43.4%,a2a4,7.1%,a2a3,5.1%,b1a3,4.0%,b2b3,3.0%
550,after_e4,b8c6,21.2%,e7e6,13.1%,a7a5,13.1%,h7h5,5.1%,b7b6,5.1%
550,after_d4,e7e6,23.2%,b8c6,14.1%,h7h5,7.1%,a7a5,7.1%,c7c6,5.1%
550,italian_game,b2b3,8.1%,b1c3,6.1%,f3e5,5.1%,a2a4,5.1%,a2a3,4.0%
550,queens_gambit,g7g6,13.1%,h7h5,10.1%,h7h6,9.1%,f7f5,9.1%,c7c6,8.1%
600,start,e2e3,41.4%,b1a3,6.1%,a2a4,5.1%,a2a3,4.0%,g1f3,3.0%
600,after_e4,b8c6,17.2%,e7e6,14.1%,a7a5,12.1%,b7b6,7.1%,f7f6,6.1%
600,after_d4,e7e6,17.2%,a7a5,11.1%,a7a6,8.1%,b7b6,7.1%,h7h5,6.1%
600,italian_game,b2b3,5.1%,d1e2,5.1%,a2a4,5.1%,a2a3,4.0%,b1c3,4.0%
600,queens_gambit,a7a5,9.1%,h7h5,7.1%,c7c6,7.1%,d8d7,7.1%,g7g6,7.1%
650,start,e2e3,26.3%,a2a4,11.1%,a2a3,11.1%,b1a3,9.1%,c2c4,4.0%
650,after_e4,a7a5,18.2%,e7e6,16.2%,b8c6,11.1%,a7a6,9.1%,f7f6,5.1%
650,after_d4,e7e6,18.2%,g7g5,9.1%,a7a5,8.1%,h7h5,7.1%,b7b6,7.1%
650,italian_game,a2a4,8.1%,f3h4,7.1%,c2c3,5.1%,b2b3,5.1%,a2a3,5.1%
650,queens_gambit,a7a5,10.1%,e7e6,7.1%,c7c6,6.1%,g7g5,5.1%,f7f5,5.1%
700,start,e2e3,29.3%,a2a4,11.1%,b1a3,8.1%,a2a3,7.1%,f2f4,4.0%
700,after_e4,b8c6,23.2%,e7e6,17.2%,a7a5,10.1%,b8a6,7.1%,g7g5,5.1%
700,after_d4,e7e6,21.2%,g7g5,11.1%,a7a6,6.1%,b8a6,6.1%,g7g6,5.1%
700,italian_game,b2b3,8.1%,f3h4,5.1%,d1e2,5.1%,a2a4,5.1%,b1c3,4.0%
700,queens_gambit,g7g6,13.1%,g7g5,8.1%,e7e6,8.1%,c7c6,7.1%,e7e5,4.0%
