game,outcome,end_reason,n_moves,loss,steps,timestamp,moves
15,W,checkmate,43,0.172364,75,2026-09-02 02:59:52,a2a4 e7e6 g1h3 h7h6 d2d3 c7c6 b2b3 a7a6 a1a3 f8b4 c1d2 f7f6 h3g5 f6g5 d2b4 g5g4 b4c3 g8f6 g2g3 e8e7 c3f6 e7f6 d3d4 e6e5 h2h4 h8h7 c2c4 a6a5 b1c3 d8e7 d1c1 h6h5 b3b4 c6c5 b4a5 h7h8 c3b5 a8a5 d4e5 f6e5 c1f4 e5e6 b5c7
16,W,value_resign,23,0.179886,80,2026-09-02 03:00:41,e2e3 g7g6 a2a4 d7d5 e1e2 a7a6 b2b4 d5d4 e3d4 e7e5 d4e5 f8b4 f2f3 d8d7 c1b2 b4a5 b2c3 d7d3 c2d3 a5b4 c3b4 h7h5 h2h3
17,W,value_resign,77,0.172660,85,2026-09-02 03:01:42,b2b4 b7b6 a2a4 f7f5 b1a3 b8c6 d2d3 c6d4 e2e3 b6b5 a4b5 e7e5 e1d2 f8b4 c2c3 b4c3 d2c3 a7a6 g1e2 d7d6 b5a6 c7c5 h2h4 h7h6 a3b5 h8h7 h1h2 c5c4 b5a3 c4d3 d1d3 c8a6 e2d4 a6d3 c3d3 e5d4 c1b2 d4e3 a3b5 e3f2 a1a8 d8a8 b5c7 e8f8 c7a8 g8f6 b2f6 g7f6 h2h3 h7d7 h4h5 f8f7 d3e2 d6d5 h3d3 f5f4 e2f2 d5d4 d3d1 f4f3 g2f3 d4d3 f2g1 d7e7 d1d3 e7e6 f3f4 e6e5 f1h3 e5d5 d3b3 d5b5 b3b5 f6f5 b5b1 f7e8 g1h1
18,W,material_adjudication_moderate,78,0.220273,90,2026-09-02 03:01:55,b2b4 b7b6 a2a4 f7f5 a1a3 d7d6 b4b5 b8c6 b5c6 e7e5 c1b2 e8f7 g1h3 g8e7 b2c3 d6d5 d1c1 d5d4 h3g5 f7e8 g5e6 c8e6 c1b2 d4c3 a3c3 a8c8 c3g3 e6d5 d2d3 d5e4 d3e4 f5e4 g3c3 e7c6 c3c6 d8e7 e1d2 e7b4 b2b4 f8b4 d2e3 g7g6 c2c3 b4d6 c6d6 c7d6 b1d2 h8f8 d2e4 e8f7 h2h4 h7h5 h1h2 c8c7 h2h3 f8a8 e4d2 c7c3 e3e4 d6d5 e4e5 c3a3 h3a3 a7a6 a4a5 b6a5 a3a1 a8b8 a1a3 a5a4 a3a4 b8b7 a4a5 g6g5 a5a6 g5h4 a6a1 b7a7
19,W,value_resign,29,0.169471,95,2026-09-02 03:02:31,a2a3 c7c6 g1f3 f7f6 d2d3 f6f5 g2g3 d7d6 e2e3 e8d7 f3g1 a7a6 b2b3 e7e5 e1d2 d8g5 h2h4 g7g6 d2e1 g5g4 g1e2 f8g7 f2f3 h7h5 f3g4 b7b5 e3e4 c8b7 f1h3
20,B,value_resign,92,0.179735,100,2026-09-02 03:04:46,a2a4 e7e6 g1h3 f8b4 e2e3 a7a6 b1c3 b4c3 g2g3 c3b4 c2c3 a6a5 e1e2 d8f6 c3b4 h7h6 b4a5 d7d5 d2d4 h8h7 f1g2 f6e7 g2f3 f7f5 b2b4 e7d6 b4b5 g7g6 h1g1 h7e7 c1b2 c7c6 g3g4 d6h2 b5c6 b7c6 g1h1 h2d6 g4f5 e6f5 d1d2 e8f7 b2c3 g8f6 a1e1 g6g5 h3f4 d6f4 e1g1 g5g4 g1g4 f5g4 f3g4 c8d7 e2d3 f4g4 h1g1 d7e6 g1g4 f6g4 d2e2 e7b7 a5a6 a8a6 e2g4 e6g4 c3b4 b7b5 a4b5 c6c5 b5a6 b8a6 b4c5 h6h5 c5b6 a6b4 d3c3 g4h3 c3b4 h3e6 b6c5 h5h4 b4b5 h4h3 b5c6 h3h2 c5b6 h2h1q b6a7 h1h2 a7b6 f7g8
21,W,value_resign,55,0.198221,105,2026-09-02 03:05:49,e2e3 d7d5 f2f4 h7h5 g1e2 h8h6 e3e4 h5h4 a2a3 c8g4 b2b3 h6h8 e1f2 b8c6 d1e1 e7e5 d2d4 c6b4 f4e5 b4c2 e1d2 g4e2 f2e2 h4h3 d2c3 g7g6 c1d2 a7a5 e2f2 c2a1 c3a1 g8e7 e4d5 h3g2 f2g2 b7b5 g2f2 e8d7 d5d6 a5a4 d6e7 f8e7 b3a4 h8f8 a4b5 f7f5 b1c3 a8a3 a1b2 a3a6 b5a6 c7c6 c3d5 c6d5 f1g2
22,B,value_resign,48,0.150697,110,2026-09-02 03:06:15,a2a3 c7c6 e2e4 f7f6 g1e2 d8b6 e4e5 d7d6 e5f6 e7f6 f2f4 a7a6 e2c3 b6a7 b2b4 a7d4 g2g4 a6a5 c3d5 a5b4 a3b4 d4a1 b1c3 c8f5 d2d3 f5g4 c1d2 g4d1 f1g2 a8a2 c3a2 b8a6 g2f3 c6d5 b4b5 d1f3 e1f2 g8e7 h1a1 a6b4 f2e1 e8d8 a2c1 b4c2 e1f1 c2a1 d2b4 f6f5
23,B,checkmate,54,0.135722,115,2026-09-02 03:07:16,e2e3 g7g6 e1e2 g8h6 h2h4 h8g8 e3e4 d7d5 e4e5 f8g7 h4h5 a7a6 f2f3 e8f8 g2g3 g6g5 e2e1 c7c6 e1e2 c8f5 d2d4 b7b6 b2b4 f5g4 f1h3 b6b5 h3g2 g4f3 g1f3 h6f5 a2a3 d8e8 f3g5 g7h6 g5h7 f8g7 c1b2 e8f8 b1d2 g7h7 h1f1 b8d7 d2f3 f5e3 d1d2 c6c5 d2e3 h6e3 e2e3 c5b4 e3f4 f8h6 f4f5 e7e6
24,W,value_resign,34,0.167197,120,2026-09-02 03:07:42,e2e4 b8c6 g2g4 g8h6 a2a4 a7a5 d2d3 d7d6 a1a3 a8b8 f2f3 f7f6 d3d4 c6d4 c2c4 c8f5 g1e2 h6g4 f1h3 g4h2 e4f5 d8d7 a3a1 d7f5 h3f1 d4b3 e2g1 h8g8 d1b3 b7b6 h1h2 g7g6 f1h3 e8d7
25,W,value_resign,59,0.137792,125,2026-09-02 03:08:58,a2a3 h7h5 b2b3 g7g6 e2e4 f7f5 f1a6 g6g5 d2d3 b7a6 f2f3 h5h4 c1b2 d7d6 e1d2 g8h6 d2e2 c8e6 e4e5 b8c6 e5d6 h6f7 b2f6 e8d7 f6e7 f7e5 e7d8 d7d8 g1h3 e6d7 b3b4 f8d6 d3d4 a6a5 d4e5 a5b4 e5d6 g5g4 h3g5 c6b8 d1c1 b8a6 g5h7 h8h7 c1b2 h7h8 a3b4 a6b4 c2c3 a7a5 c3b4 h8f8 d6c7 d8c7 b2c3 d7c6 b4b5 a5a4 b5c6
26,W,value_resign,51,0.198255,130,2026-09-02 03:09:11,a2a3 b7b5 c2c4 a7a6 a3a4 e7e5 h2h4 b5a4 h4h5 c8b7 c4c5 g7g6 a1a4 a8a7 d2d3 a7a8 h5h6 a8a7 g1f3 g8h6 a4a1 b7f3 g2f3 a7b7 c1h6 f7f6 a1a3 f8h6 f1g2 d7d5 f3f4 e5f4 b1d2 d8d7 h1f1 e8e7 d1b1 e7d8 a3a4 g6g5 b1a1 g5g4 a4a5 d5d4 g2b7 d7c6 b7c6 b8c6 e2e3 f4e3 f2f3
27,W,checkmate,41,0.212009,135,2026-09-02 03:11:09,a2a3 a7a5 d2d4 b7b5 d4d5 a5a4 g2g3 a8a6 e2e4 e7e6 f1b5 c8b7 b5a6 b8a6 c1g5 h7h6 e4e5 b7c6 d5c6 g8f6 e1e2 h6g5 d1f1 f6e4 b1c3 f8e7 f2f3 d7d5 f3e4 a6c5 c3b5 f7f6 c2c3 f6e5 e4d5 e6d5 g1f3 h8h5 f3e5 h5h8 f1f7
28,W,material_adjudication_moderate,90,0.225140,140,2026-09-02 03:12:03,a2a4 e7e6 f2f4 h7h6 e2e3 f7f6 b2b4 c7c6 a4a5 h8h7 e1e2 f8b4 c2c4 a7a6 h2h4 h7h8 f4f5 d8a5 a1a5 h6h5 b1a3 e8d8 h1h2 g8h6 e2f3 b4a5 g1h3 h6g4 f3g3 g4h2 g3h2 g7g6 f5g6 d8e7 g6g7 h8g8 c1b2 e7f7 a3b1 g8g7 d1a4 b7b6 e3e4 g7g3 h2g3 e6e5 g3h2 a5d2 b1d2 c8b7 d2b1 a6a5 b2c3 b6b5 a4a2 b5b4 a2a1 b4c3 b1c3 c6c5 c3b5 a5a4 g2g3 a8a6 f1g2 a6e6 a1c1 b7c6 h3g1 b8a6 g1f3 a6b4 c1d2 c6b5 c4b5 c5c4 h2h1 b4d3 h1g1 f7g7 g2f1 a4a3 f3e5 f6e5 f1d3 c4d3 b5b6 a3a2 d2a2 g7f6
29,B,value_resign,62,0.141611,145,2026-09-02 03:12:57,e2e4 b8c6 g2g4 g8h6 a2a4 g7g6 d2d3 h8g8 c1g5 a7a5 f1e2 a8b8 g5h6 f7f6 h6f8 g8f8 f2f3 c6e5 d3d4 e5c6 b1d2 c6d4 g4g5 f6g5 h2h4 d7d5 e1f1 d8d7 h4g5 d4e2 g1e2 h7h6 b2b4 a5b4 e2d4 c7c5 d4b5 h6g5 c2c3 b4c3 e4d5 c3d2 d1e1 f8f3 f1e2 g5g4 e1d2 c5c4 a4a5 e8f7 a1a4 d7b5 a4a3 c8d7 d5d6 e7e6 a3a4 b5a4 h1g1 a4b3 g1g3 f7e8
30,B,material_adjudication,71,0.168099,150,2026-09-02 03:13:24,a2a4 e7e6 e2e3 e6e5 g2g3 g7g6 g1h3 f8h6 f2f3 f7f6 f1e2 e5e4 f3e4 h6e3 a4a5 e3d4 e2b5 e8f7 d1e2 a7a6 e4e5 a6b5 e5e6 d7e6 e1f1 e6e5 c2c3 g8e7 c3d4 d8d4 a1a3 c8h3 f1e1 h3f5 b2b3 b8d7 b1c3 b5b4 c1b2 b4a3 c3b5 a3b2 b5d4 b7b5 d4f5 g6f5 d2d4 e5e4 e2b2 h7h5 e1f1 e7d5 a5a6 f5f4 f1f2 f4f3 b3b4 d7b6 h1a1 d5b4 b2a3 b4d5 a1b1 b5b4 a3b4 d5b4 b1a1 f7f8 g3g4 h8h7 a1f1
31,W,value_resign,29,0.141746,155,2026-09-02 03:14:04,e2e3 g7g6 a2a4 g8h6 f2f3 h8g8 e3e4 f7f5 b1c3 a7a5 d2d3 c7c5 c3b5 f8g7 c1h6 c5c4 h6g7 c4c3 e1f2 c3b2 g7b2 d8b6 b2d4 e7e5 d4b6 b8c6 e4f5 c6b4 g2g4
32,W,value_resign,79,0.167121,160,2026-09-02 03:14:18,e2e3 d7d5 e1e2 b7b6 a2a3 c7c6 b2b4 f7f6 h2h4 e8d7 g1f3 h7h5 c2c4 d8c7 b4b5 c8b7 f3g1 d5c4 a3a4 c6b5 a4b5 c7e5 d2d4 e5d5 g2g3 c4c3 f1h3 e7e6 b1c3 d5h1 d1e1 g8e7 f2f3 a7a5 b5a6 b7d5 g3g4 h5g4 h3g4 g7g6 c3d5 e7d5 e3e4 d5c7 c1b2 b8a6 a1a6 h1g2 e1f2 g2h1 a6a8 c7a8 e2f1 f6f5 e4f5 e6f5 g4h3 h8h4 f2h4 b6b5 b2a3 b5b4 a3b4 f8b4 h4g5 b4c3 g5e3 h1h2 e3c3 d7e7 h3g4 f5g4 f3g4 h2c2 c3c2 e7f8 g1e2 f8e8 g4g5
33,W,value_resign,33,0.166132,165,2026-09-02 03:14:31,a2a3 b8c6 d2d3 g7g6 c2c4 a7a6 h2h3 d7d5 f2f4 c6d4 e2e3 g8h6 f1e2 a8a7 e3d4 c8h3 g2h3 h6g8 b1c3 g6g5 c3d5 d8d5 c4d5 h7h5 d1b3 h8h7 e1d2 g5g4 f4f5 e7e6 h3g4 g8e7 g1f3
34,W,value_resign,47,0.239649,170,2026-09-02 03:14:57,a2a3 a7a5 g2g3 a8a7 d2d4 a5a4 e2e4 c7c5 b1d2 c5c4 f2f3 b7b5 f1g2 g7g5 b2b3 e7e5 g1e2 d7d5 g2f1 f7f6 b3a4 e5d4 e2d4 a7a4 d4b3 c4b3 d2b3 b5b4 d1d5 c8e6 d5e6 g8e7 a3b4 a4a1 b3a1 b8c6 c1g5 f6g5 c2c3 d8b6 e1d2 c6d4 e6b6 f8h6 f1b5 e8f8 g3g4
35,B,material_adjudication_moderate,113,0.181793,175,2026-09-02 03:17:21,b1c3 c7c6 g2g3 f7f6 d2d3 b8a6 a2a3 h7h6 b2b3 e8f7 h2h3 b7b5 e1d2 c6c5 c3b1 f6f5 e2e4 g7g5 d2e3 d7d5 h3h4 a8b8 e3d2 c5c4 c1b2 d8d6 h1h2 b8b7 h4h5 e7e5 f2f3 f8g7 g1h3 d6f6 e4d5 c4d3 c2d3 a6c7 b2c3 f5f4 h3f4 g5f4 a1a2 c8g4 d1e1 g8e7 f3g4 e7d5 c3a5 h8e8 d2d1 e8e7 f1g2 b7b6 b1c3 f4g3 g2d5 c7d5 c3d5 g3h2 d5f6 h2h1q e1h1 g7f6 a5b6 a7b6 h1h3 f7e6 a2a1 f6g7 h3e3 g7f8 e3b6 e6d5 b3b4 e7e6 g4g5 e6b6 g5h6 f8h6 a1b1 h6g5 h5h6 g5h6 b1b2 h6g5 d1c2 b6h6 d3d4 e5e4 c2b3 h6f6 b2b1 g5h4 b1h1 h4g5 h1f1 f6f1 a3a4 g5f4 a4b5 d5d4 b5b6 e4e3 b6b7 f4b8 b3c2 d4e5 b4b5 e5f4 b5b6 f4g3 c2c3
36,B,value_resign,74,0.165194,180,2026-09-02 03:17:47,g2g4 a7a5 f2f4 c7c6 b1c3 d7d6 b2b3 a5a4 e1f2 b8a6 a2a3 e7e6 h2h4 a6c7 g1h3 e6e5 b3a4 c8g4 h3g5 d8g5 h4g5 e8d7 c3e4 a8d8 g5g6 c7d5 f1h3 g8f6 e2e3 f6e4 f2e1 e5f4 e3f4 d5f4 h3g4 f7f5 d2d4 d7e6 c1f4 d8e8 a4a5 f5g4 d1b1 f8e7 e1f1 e6f6 f1g2 e8f8 c2c3 f6f5 b1c1 e4c3 a3a4 c3e4 g2f1 f5g6 d4d5 f8f4 c1f4 h8f8 f4f2 f8f2 f1g1 g4g3 a1b1 g6g5 b1b2 h7h5 b2f2 g3f2 g1g2 g5f4 a5a6 g7g5
37,B,material_adjudication,77,0.193269,185,2026-09-02 03:18:13,b1c3 c7c6 g2g3 b7b6 d2d3 e7e6 e1d2 e8e7 f2f4 f7f5 g3g4 b8a6 h2h3 h7h5 c3e4 a6c7 h3h4 f5g4 e4g3 c8b7 f1g2 e6e5 g2e4 c6c5 a2a4 e7e6 a1a2 d8e7 a2a1 b7e4 g3e4 e5f4 g1h3 g4h3 d3d4 g7g5 h4g5 c5d4 c2c3 d7d5 e4d6 e6d6 b2b3 f8g7 c1b2 a7a6 c3d4 b6b5 a4b5 a6b5 a1a8 c7a8 h1h3 g8f6 g5f6 g7f6 h3c3 b5b4 c3c4 f6g5 c4b4 h8f8 b4b5 d6d7 d1g1 g5h6 b5d5 d7c6 g1g2 f4f3 e2e3 f3g2 d5c5 c6b7 d2d3 e7f7 d4d5
38,W,value_resign,32,0.178513,190,2026-09-02 03:19:03,e2e3 g8h6 f2f3 g7g6 e3e4 e7e5 b2b3 a7a6 g1e2 f7f6 c2c3 b8c6 e1f2 f8c5 d2d4 h6f5 d4c5 a6a5 d1d3 e8e7 f3f4 h7h6 h2h3 c6b4 d3d2 f5g3 e2g3 a8b8 d2b2 d7d5 e4d5 c8d7
39,B,value_resign,100,0.196152,195,2026-09-02 03:19:29,b2b3 f7f6 d2d4 c7c6 g2g4 h7h5 a2a4 g7g5 a1a3 d8a5 c2c3 d7d6 d1c2 d6d5 c1b2 a5d8 f2f3 f6f5 g4f5 e8f7 h2h4 f7f6 f3f4 b7b5 b1d2 f8h6 c2d3 g5f4 c3c4 a7a6 d2f3 c6c5 f1g2 b5c4 b3c4 d5c4 d3d2 c8b7 a4a5 f6f7 h1h2 d8d5 h2h1 g8f6 d4c5 d5d2 e1d2 c4c3 b2c3 b7c8 c3d4 c8b7 g1h3 b8c6 d4f6 e7f6 a3c3 f7e7 h1f1 c6b4 c5c6 b4c6 h3g5 e7d6 g5f7 d6d7 f7h8 a8h8 f3g5 f6g5 h4g5 h6g5 f1g1 g5h6 d2d3 h8a8 g2e4 c6a5 e4b7 a5b7 g1f1 b7d6 f5f6 d7e6 e2e3 f4e3 f1c1 e6f6 c1b1 f6e5 c3c7 h5h4 c7e7 e5f6 e7e3 h6e3 b1d1 h4h3 d1e1 e3d2
40,W,value_resign,63,0.151272,200,2026-09-02 03:19:29,f2f4 a7a5 d2d4 b8c6 g2g4 g8h6 b2b4 c6d4 c1d2 a5b4 f1h3 d4c2 e1f2 f7f5 g4g5 h6g4 h3g4 a8a3 d1c2 e7e5 h2h4 b4b3 b1a3 b3c2 g4f5 f8e7 a1c1 e7a3 g1f3 a3c1 h4h5 c1d2 h5h6 b7b5 f3e5 e8e7 h6g7 h8g8 f5h7 d7d5 h7g8 c2c1q h1c1 d2c1 e5c6 e7e8 c6d8 e8d8 g8d5 c1f4 g7g8q d8e7 e2e4 c8d7 a2a4 b5b4 f2f3 b4b3 f3f4 b3b2 g8h7 e7f8 e4e5
41,B,value_resign,30,0.180050,205,2026-09-02 03:20:42,a2a4 f7f6 b2b4 a7a5 d2d4 a5b4 c1h6 a8a6 e1d2 g7g5 f2f4 c7c5 d2c1 g5f4 d4d5 d7d6 h6f4 c8g4 d1d3 b4b3 a4a5 b8d7 f4d2 c5c4 g2g3 c4d3 c1b2 h7h5 c2c3 h8h7
42,W,value_resign,47,0.197727,210,2026-09-02 03:24:05,e2e3 h7h6 g2g4 e7e5 b1c3 f8d6 f1c4 c7c5 e1e2 g8f6 g4g5 f6g8 g5h6 g8f6 h6g7 h8g8 d2d3 e8e7 a2a4 a7a5 d1d2 e5e4 f2f4 e4f3 g1f3 b8a6 c3b5 d8b6 d2c3 f6e4 d3e4 d6e5 f3e5 d7d6 a1b1 d6e5 h1f1 a8b8 h2h4 f7f5 c4d5 b6b5 a4b5 a6b4 c1d2 b4d5 c3c4
43,B,material_adjudication,71,0.180467,215,2026-09-02 03:24:19,c2c3 e7e5 c3c4 g8e7 g1h3 d7d5 b1c3 b7b6 h3f4 e5e4 d2d3 e8d7 g2g4 e4d3 c3d5 e7d5 c4d5 c7c5 f4e6 f7e6 e2e3 h8g8 f1e2 a7a5 a2a4 d7e8 h2h4 c5c4 d5e6 a8a7 c1d2 c8b7 e2d3 b7h1 d3c4 d8h4 d1b3 b8c6 e1e2 h7h6 a1h1 h4g4 f2f3 g4g2 e2d1 g2h1 d1c2 h1h2 f3f4 g7g6 c2d3 g6g5 d2e1 c6e7 d3d4 g5g4 e3e4 e7c6 d4d5 c6d4 d5d4 f8g7 d4d3 a7c7 e1a5 b6a5 c4b5 e8f8 b3a3 c7e7 b2b4
44,W,value_resign,31,0.216739,220,2026-09-02 03:24:20,a2a3 c7c5 e2e4 f7f6 d2d4 e7e5 g2g3 g7g6 c2c3 c5d4 f2f3 g8h6 d1c2 b8c6 e1f2 d8b6 c1e3 a7a5 e3d4 f8c5 d4c5 b6c5 f2g2 c5b5 c2c1 e8f8 f1b5 c6d8 b5d7 c8d7 b1d2
45,W,value_resign,25,0.193713,225,2026-09-02 03:24:21,e2e3 g7g6 a2a4 g8h6 g1h3 c7c5 b2b4 a7a6 d2d4 f7f5 e1d2 c5b4 g2g4 f5g4 h3g1 h8g8 b1c3 g4g3 c3d5 d8b6 d5b6 b8c6 a4a5 c6b8 d2e2
46,B,checkmate,54,0.187844,230,2026-09-02 03:24:59,a2a3 a7a6 b1c3 g7g6 g2g4 e7e6 f2f3 f7f5 g1h3 f8h6 d2d3 b7b5 c3e4 c7c5 c1h6 g8h6 a1b1 d7d5 d1d2 d8d7 e4c5 h8g8 h3f2 h6g4 f1g2 g4f2 e1f2 b8c6 d2d1 d7d6 f3f4 d6c5 e2e3 c5d6 f2f3 e6e5 c2c3 b5b4 f4e5 c6e5 f3f4 e8d8 a3b4 h7h6 g2d5 e5g4 f4f3 d6d5 e3e4 d5d6 d1e1 f5e4 f3e2 d6d3
