game,moves
61,b1a3 e7e6 c2c4 g7g5 f2f4 d7d6 g1h3 b7b6 b2b4 a7a6 a1b1 g5f4
62,f2f4 a7a5 c2c4 c7c6 e2e4 f7f6 g1e2 e7e5 h1g1 f8c5 f4f5 g8e7
63,b2b3 c7c6 a2a4 f7f6 d2d3 b7b5 a4b5 a7a5 b1a3 c6b5 a1b1 a8a6
64,a2a4 b7b6 g1h3 b8c6 a4a5 d7d5 f2f4 e7e5 f4e5 g7g6 b2b4 h7h6
65,e2e3 d7d5 b2b4 b7b6 e1e2 b8a6 b4b5 g7g5 a2a3 h7h5 f2f3 f8g7
66,b1a3 f7f6 h2h3 d7d6 a1b1 e7e5 c2c4 e8e7 f2f3 c7c5 g2g3 h7h6
67,b1c3 e7e6 c3b5 f8e7 d2d4 g8f6 e2e4 g7g5 g1e2 f6e4 b5c7 d8c7
68,a2a3 c7c6 g2g3 f7f6 d2d3 h7h6 f1h3 e8f7 e1f1 d8c7 f1e1 b7b6
69,a2a3 c7c6 g2g3 b7b6 a1a2 c6c5 d2d4 c5d4 e2e3 c8b7 b1c3 b8c6
70,a2a3 g8f6 e2e4 g7g6 d1f3 h7h5 h2h3 c7c6 e1d1 a7a6 d2d4 e7e5
71,f2f3 b7b5 b2b3 e7e5 e2e3 f7f5 a2a4 f5f4 b3b4 b8a6 a4b5 f4e3
72,b2b4 a7a5 b1a3 d7d6 b4b5 e7e5 f2f3 b8c6 g2g4 d8h4
73,f2f3 b7b5 a2a4 g7g6 a4b5 d7d5 h2h4 a7a6 g2g4 c8g4 f3g4 a6b5
74,e2e3 g7g6 d1e2 e7e5 e1d1 f8d6 f2f4 f7f6 g1h3 a7a6 f4e5 d6e5
75,b1a3 g8h6 c2c4 a7a5 a3b5 h6g8 f2f4 f7f5 h2h3 b8c6 c4c5 a8a6
76,a2a3 g8f6 e2e4 d7d5 f2f3 d5d4 c2c4 b8a6 c4c5 a8b8 b2b3 a6c5
77,g1h3 f7f6 b1a3 h7h6 h3g1 b8a6 b2b4 f6f5 g2g4 b7b5 g1h3 e8f7
78,b2b3 c7c6 f2f3 b7b6 c2c3 a7a5 d2d4 c8b7 b3b4 f7f5 h2h4 h7h5
79,e2e3 a7a5 a2a4 d7d6 f2f3 a8a7 g2g3 b8a6 b2b3 a6b4 f1b5 c8d7
80,b2b3 e7e5 a2a4 f8d6 d2d3 b8a6 a1a3 b7b5 a4b5 c7c5 c2c4 f7f6
81,e2e3 g7g6 a2a4 e7e5 f2f3 f7f6 a4a5 e8e7 g1h3 a7a6 g2g3 c7c5
82,a2a3 e7e6 e2e4 h7h6 f2f3 f7f6 f1a6 g7g6 e4e5 b8a6 g2g3 f6e5
83,e2e3 d7d5 e1e2 d5d4 e3d4 b7b5 c2c3 b5b4 d1a4 b8d7 f2f3 h7h5
84,e2e3 g7g6 f2f4 e7e5 f4e5 f7f5 e5f6 g8f6 e3e4 f6h5 h2h3 d8h4
85,e2e3 g7g6 f2f4 f8h6 f4f5 h6f4 d2d3 b8c6 e3f4 f7f6 f5g6 h7g6
86,a2a3 b8c6 c2c3 g8h6 a3a4 g7g6 f2f3 a8b8 b2b3 c6a5 d2d4 f8g7
87,e2e3 g7g6 d1h5 a7a6 g2g3 e7e5 f1h3 e5e4 h5d5 g8e7 d5e4 f7f6
88,e2e3 a7a5 b1c3 d7d6 d2d3 a8a6 b2b3 g8h6 e3e4 c7c5 g1e2 c8g4
89,e2e3 g7g6 f2f4 e7e5 h2h3 e5e4 e1e2 g6g5 f4g5 f7f5 g1f3 f8g7
90,e2e3 g7g6 a2a4 e7e5 f2f3 f7f6 b1a3 e8f7 g1e2 a7a5 h2h3 f8g7
91,a2a4 e7e6 g1h3 h7h6 g2g4 a7a6 f1g2 f7f6 a4a5 g7g6 b2b4 f8e7
92,a2a4 f7f6 b2b4 a7a5 f2f4 h7h6 d2d4 h8h7 h2h3 b7b5 c1e3 a8a6
93,e2e4 b8c6 f1d3 a7a5 c2c3 g7g6 f2f3 g6g5 b2b3 c6d4 c3d4 h7h6
94,f2f4 b8a6 h2h3 h7h6 d2d3 h8h7 e2e4 a6b4 d1e2 g7g5 e1d1 g5f4
95,e2e3 f7f6 f2f3 b7b5 f1c4 b8c6 c4b5 a7a6 b5c6 a6a5 g2g3 h7h5
96,b2b3 c7c6 e2e3 f7f6 g1e2 b7b5 e3e4 d7d5 d2d3 b5b4 e1d2 d8b6
97,b2b3 f7f5 a2a4 g7g5 b3b4 d7d5 e2e3 b7b5 e1e2 h7h5 b1c3 b8a6
98,e2e3 g7g6 g1h3 d7d5 e1e2 g6g5 e3e4 c8g4 f2f3 a7a6 h3g5 d8d6
99,e2e3 d7d5 e1e2 b7b6 f2f3 h7h5 d2d3 a7a5 b2b3 d8d7 b1a3 h8h7
100,c2c3 h7h6 h2h3 d7d5 h1h2 g8f6 c3c4 c7c5 d2d3 f6h7 f2f3 g7g6
101,g2g3 b7b6 g3g4 e7e5 c2c3 d7d5 h2h4 g8e7 f2f4 e8d7 d2d3 f7f5
102,a2a3 f7f6 d2d3 c7c6 b2b4 b7b5 e2e3 e8f7 c2c4 a7a5 g2g3 h7h6
103,a2a3 b8c6 d2d3 a8b8 b2b4 c6d4 a3a4 e7e5 c1b2 e8e7 b2d4 e5d4
104,h2h4 a7a5 h4h5 g7g5 d2d4 a8a7 g2g3 b7b5 d4d5 c8b7 e2e4 e7e5
105,b2b3 c7c6 a2a4 f7f6 a1a3 c6c5 d2d3 g7g6 c1g5 d7d6 f2f4 a7a6
106,g1f3 b7b5 a2a4 f7f5 f3e5 b8a6 e2e4 f5e4 a4b5 d7d5 d2d3 g7g5
107,e2e3 a7a5 b1c3 g8h6 f1e2 g7g5 h2h4 c7c5 f2f4 g5h4 g2g4 h8g8
108,g1f3 b7b5 c2c4 f7f6 e2e4 e7e5 f1e2 b5c4 f3e5 d7d6 e1g1 a7a6
109,e2e3 g8h6 g2g4 g7g6 f2f4 a7a5 d2d3 d7d5 b2b3 h6g4 b1c3 b8c6
110,g2g3 h7h5 e2e3 g7g5 f1b5 f7f5 f2f4 g5f4 g3f4 a7a6 h2h4 a6b5
111,a2a3 c7c5 e2e4 b7b5 g1e2 f7f6 b2b3 g7g5 f2f3 e7e6 c1b2 b5b4
112,e2e3 d7d5 e1e2 b7b6 g2g4 e7e5 a2a4 e8e7 e2e1 g7g5 e3e4 c8g4
113,a2a3 f7f6 f2f3 c7c5 e2e3 a7a5 g2g3 e8f7 f1b5 a5a4 e1f2 b7b6
114,g2g4 f7f6 h2h3 e8f7 e2e3 b7b6 f1c4 e7e6 h3h4 a7a6 e1e2 g8e7
115,g1f3 b7b5 c2c4 f7f6 b2b4 c7c6 a2a4 e7e5 h2h4 f8c5 b4c5 h7h6
116,e2e3 g8h6 f2f4 a7a5 h2h4 d7d5 b2b3 h6g8 b1a3 a8a7 g2g3 c7c5
117,e2e3 g7g6 a2a4 d7d5 e1e2 a7a6 a1a3 e7e5 g1f3 d8d7 f3e5 f8a3
118,e2e3 f7f6 h2h3 e7e6 b2b3 f6f5 e3e4 b7b5 h1h2 g7g5 f2f4 f8c5
119,a2a3 f7f6 d2d3 b7b6 c2c4 e8f7 d3d4 e7e5 d4e5 g8e7 h2h3 b6b5
120,a2a4 b8c6 e2e3 c6d4 d2d3 e7e5 e3d4 d7d6 d4e5 f7f6 a1a2 f6e5
121,f2f3 b7b5 c2c4 f7f5 e1f2 e8f7 e2e4 c7c6 f2e3 g7g6 e3d3 h7h6
122,a2a3 b8c6 a3a4 c6d4 e2e3 d7d6 a4a5 c7c6 e3e4 e7e5 f2f3 e8d7
123,e2e3 g7g6 f2f3 a7a5 b2b3 b7b5 e1e2 d7d5 b1c3 c8h3 c3e4 d5e4
124,g2g4 a7a5 c2c4 d7d6 f2f3 g7g5 a2a4 e7e6 f1h3 b8c6 e1f2 c6b4
125,a2a3 b8c6 d2d3 b7b6 c2c4 f7f6 b1d2 e8f7 e2e4 g7g6 f2f3 e7e6
126,a2a4 f7f6 b2b4 e7e5 g1f3 d7d6 f3e5 b8a6 c2c3 b7b6 b4b5 c7c5
127,e2e3 g7g6 g1h3 e7e5 h1g1 f7f6 f2f4 a7a6 b1c3 d7d6 g2g3 e5f4
128,a2a4 f7f6 b2b4 h7h6 f2f4 e8f7 d2d4 g7g5 f4g5 d7d5 a1a3 h6g5
129,e2e3 g7g6 f2f4 e7e5 h2h3 b8c6 f4e5 f8c5 a2a4 e8e7 f1e2 f7f5
130,e2e3 g7g6 f2f4 e7e5 b2b4 f7f5 a2a4 d8f6 a4a5 f8d6 h2h3 b7b5
131,e2e3 g7g6 f2f3 e7e6 b2b3 e8e7 g1h3 b7b5 a2a4 b5b4 a4a5 f7f5
132,a2a4 f7f6 b2b4 a7a5 f2f4 a5b4 h2h3 h7h5 d2d4 g7g5 e1f2 f6f5
133,a2a4 b7b6 g1h3 e7e6 b2b4 c7c5 d2d4 b8c6 g2g4 h7h6 b4b5 c6d4
134,f2f4 a7a5 d2d4 b7b6 b2b4 e7e5 g2g4 c7c6 a2a4 f7f5 h2h3 g8f6
135,e2e3 g7g6 a2a4 b7b6 b2b4 e7e5 f2f3 d7d6 b4b5 e8e7 f1e2 b8c6
136,f2f3 e7e6 b2b3 f7f5 a2a4 f5f4 e2e3 f8c5 b3b4 e8e7 f1d3 c5b4
137,a2a3 c7c5 e2e4 b8a6 g1e2 c5c4 a3a4 a6c7 d2d3 e7e5 g2g3 c4d3
138,f2f3 b7b5 c2c4 f7f5 b2b4 g7g6 h2h3 d7d5 e1f2 c7c6 c4b5 h7h5
139,b1a3 d7d5 b2b4 a7a6 g2g3 d5d4 h2h3 e7e6 b4b5 a6b5 d2d3 g8f6
140,f2f3 b7b5 b2b3 a7a5 a2a4 e7e5 a4b5 c8b7 e2e3 d8e7 g2g4 e7d8
141,e2e3 g7g5 f2f3 d7d5 e1e2 h7h5 f3f4 a7a6 g1h3 c8h3 b1c3 h3g4
142,e2e3 a7a5 a2a3 a5a4 g2g3 c7c6 d2d3 f7f6 d1h5 g7g6 b1d2 g6h5
143,f2f4 a7a5 c2c4 c7c6 h2h3 a5a4 c4c5 a4a3 e1f2 e7e6 b2b4 g8e7
144,c2c4 e7e6 h2h3 f7f5 b1a3 f5f4 h1h2 d8e7 a3b5 g8h6 b2b4 c7c5
145,g1f3 b7b5 c2c4 f7f6 e2e4 c7c5 f3e5 f6e5 c4b5 b8c6 h1g1 e8f7
146,e2e3 h7h6 h2h3 e7e6 d2d3 g8f6 a2a4 f8e7 f2f4 g7g6 b2b4 c7c6
147,e2e3 g7g6 g1h3 e7e6 a2a4 a7a6 c2c4 f7f6 a4a5 f8h6 d1h5 c7c6
148,h2h4 b7b5 c2c4 f7f6 h4h5 g8h6 b2b4 c7c6 c4b5 d7d5 d1b3 e8d7
149,e2e3 g7g6 g1h3 e7e5 d1h5 g6h5 g2g3 f7f6 f1g2 f8g7 c2c3 g8e7
150,a2a4 f7f6 b2b4 a7a5 f2f4 a5b4 g2g4 e8f7 c1b2 b7b5 h2h4 h7h5
151,e2e3 g7g6 g1h3 e7e6 g2g3 e6e5 d1g4 b7b6 g4f3 f8g7 f3e4 f7f6
152,e2e3 g8h6 f2f3 g7g6 e3e4 h8g8 c2c4 f7f5 b2b3 f5e4 f3e4 e7e5
153,e2e3 f7f5 g2g3 h7h5 a2a3 g7g5 a3a4 h8h7 f1h3 e7e5 h3f5 d7d6
154,b1a3 e7e6 d2d3 g7g6 h2h3 e8e7 h3h4 d7d5 g2g4 g6g5 f2f4 a7a6
155,a2a4 b7b6 g1h3 c7c5 c2c3 f7f6 h3g5 h7h6 g5f7 b8a6 f7d8 b6b5
156,g1f3 b7b5 f3g5 e7e6 b2b4 d8g5 c1a3 g5e7 a3b2 d7d5 a2a3 g7g6
157,a2a3 c7c5 d2d3 a7a5 g2g3 h7h6 e2e3 h8h7 h2h4 g8f6 c2c4 h7h8
158,e2e3 a7a5 a2a4 c7c5 e1e2 d7d5 d1e1 b8c6 g1h3 c8g4 f2f3 d5d4
159,a2a4 b7b6 g1h3 c7c5 b2b3 c8b7 h3g5 g8h6 g5f7 b8c6 a4a5 h6f7
160,e2e3 g7g6 d1g4 f7f6 g4d1 f8h6 f2f3 e8f7 e1e2 e7e5 d1e1 a7a6
161,e2e3 g7g6 g1h3 e7e5 f2f3 f8h6 g2g3 f7f6 f1g2 e5e4 h1g1 b7b6
162,h2h4 h7h6 g2g4 b8a6 f2f4 h8h7 c2c4 a8b8 b2b4 c7c5 h4h5 b7b6
163,e2e3 g7g6 g1h3 b7b6 d2d4 d7d5 e1d2 a7a6 b2b3 e7e5 d4e5 c8h3
164,e2e3 a7a5 e1e2 a5a4 f2f3 b7b6 c2c3 h7h5 g1h3 e7e5 e3e4 h8h7
165,g1h3 c7c5 g2g3 b7b6 d2d4 f7f6 b2b4 d7d5 e2e4 e8d7 e4d5 c5b4
166,c2c3 a7a5 f2f3 b7b5 h2h3 c8a6 c3c4 b5c4 e1f2 a5a4 h3h4 e7e5
167,g1h3 g7g6 c2c3 d7d5 f2f4 g8h6 d2d4 c8h3 e1d2 a7a5 g2h3 f8g7
168,e2e3 b8a6 e1e2 e7e5 e2e1 d7d6 g2g3 g7g5 f2f3 h7h5 f1c4 g8h6
169,e2e3 d7d5 g1h3 b7b6 a2a4 h7h5 d2d4 f7f6 e3e4 h5h4 e4d5 e8d7
170,e2e3 e7e5 h2h3 e8e7 f2f4 f7f6 e3e4 h7h5 f4f5 d7d5 e1f2 g7g5
171,a2a3 g8f6 d2d3 d7d5 g2g3 h7h6 f2f3 d5d4 e1f2 g7g6 b2b3 b7b6
172,a2a4 d7d6 e2e3 a7a6 a4a5 g7g6 g1h3 e7e5 b2b3 f7f6 f2f3 f8h6
173,e2e3 a7a5 f1e2 a5a4 d2d3 f7f6 h2h4 e7e5 g2g4 e8e7 a2a3 e5e4
174,a2a3 c7c5 a3a4 a7a5 c2c3 h7h6 f2f3 f7f5 d1c2 d7d5 d2d3 h8h7
175,e2e3 a7a5 g1h3 e7e6 e3e4 f7f6 g2g3 a5a4 f1b5 e6e5 h1f1 b7b6
176,c2c4 e7e6 g2g3 g8h6 g1h3 g7g5 e2e3 a7a5 a2a4 f8e7 f2f3 c7c6
177,a2a4 d7d6 f2f3 b8a6 e2e3 h7h5 b1a3 g7g5 e3e4 b7b5 a4b5 a6b8
178,e2e3 e7e5 g2g3 g7g6 e3e4 f7f6 f2f3 d7d5 e1f2 a7a6 e4d5 c7c6
179,e2e3 e7e5 b2b4 f8c5 g2g4 g7g6 b4c5 f7f5 g1h3 g8f6 c2c3 f6g4
180,e2e3 a7a5 a2a3 a5a4 f2f3 e7e6 g2g3 c7c5 b2b3 f7f6 e1e2 a4b3
181,e2e3 g7g6 g1h3 e7e5 e1e2 a7a6 b1a3 f8a3 c2c3 d7d5 a1b1 c8h3
182,b2b3 c7c6 e2e4 d7d6 g1e2 b8d7 d2d3 h7h5 e1d2 h5h4 h2h3 g8f6
183,e2e3 d7d5 f2f4 h7h5 a2a3 b7b6 g1e2 g7g5 e3e4 d8d7 e2c3 f8g7
184,e2e3 e7e5 g1e2 f7f5 e3e4 d7d6 e2c3 d8f6 g2g3 f5f4 h1g1 c7c5
185,e2e3 d7d5 a2a4 h7h5 e1e2 b8a6 e3e4 d5d4 g2g4 c8g4 g1f3 g4f3
186,g1h3 c7c5 g2g3 h7h5 d2d4 f7f5 c1f4 g7g5 c2c3 g5f4 a2a4 c5d4
187,e2e3 g7g6 g1h3 g8h6 a2a3 b8c6 a3a4 h6f5 f1b5 f5g7 a4a5 f7f5
188,e2e3 f7f5 d1e2 e7e5 g2g3 f5f4 e2g4 f8e7 a2a3 e7d6 e1e2 g7g6
189,g1h3 c7c5 d2d4 g8f6 h3g1 b8c6 c2c3 a8b8 a2a4 e7e6 f2f3 f8e7
190,e2e3 a7a5 a2a3 a5a4 f2f3 b7b5 g2g3 g8h6 d2d4 d7d5 h2h4 g7g6
191,e2e3 g7g6 g1h3 g8h6 a2a4 a7a5 e1e2 h8g8 b1c3 g6g5 c3e4 d7d5
192,e2e3 a7a6 g2g3 e7e5 b1c3 f7f6 g1h3 h7h6 d1h5 e8e7 e1e2 e5e4
193,e2e3 g7g5 f2f4 h7h5 d1f3 h5h4 f4f5 b8c6 g2g3 c6d4 f1c4 d4f5
194,e2e3 d7d5 g1h3 h7h5 d1h5 c8d7 f1a6 h8h5 a6b7 h5h8 g2g3 c7c6
195,a2a4 f7f5 a4a5 g7g5 b1c3 d7d6 d2d3 h7h5 c3d5 f5f4 d5b6 e7e6
196,h2h3 b8c6 f2f4 g7g5 e2e3 d7d6 g2g3 h7h5 a2a3 c6b4 f4g5 e8d7
197,a2a3 b8c6 a3a4 a8b8 e2e3 f7f6 h2h3 c6b4 c2c3 c7c5 a4a5 a7a6
198,e2e3 g7g6 g1h3 g8h6 g2g4 e7e5 e1e2 f8d6 f2f3 d8f6 b1c3 a7a6
199,g2g3 b7b6 g3g4 d7d6 c2c3 e7e5 f2f3 g7g6 a2a3 b6b5 d2d3 g6g5
200,e2e3 a7a5 a2a3 a5a4 f2f3 e7e5 h2h3 f8b4 c2c3 e8e7 e3e4 f7f6
201,e2e3 a7a6 g2g3 g8f6 f2f4 e7e5 g1f3 b7b6 f1g2 d7d6 f4e5 a6a5
202,e2e3 e7e6 d2d3 f7f5 g2g4 c7c5 g4g5 a7a5 g1f3 d8f6 g5f6 g7g5
203,d2d3 b7b6 c2c3 e7e6 a2a4 f7f6 a4a5 d7d6 b1a3 e6e5 e2e3 d6d5
204,a2a4 b7b6 e2e4 f7f6 b2b4 e7e5 b4b5 c7c6 d1g4 f6f5 g4d1 d7d6
205,b2b3 c7c6 e2e3 g7g6 d2d4 h7h5 f2f3 g6g5 e1d2 f7f5 h2h4 b7b6
206,e2e3 d7d5 f2f4 h7h5 e3e4 h5h4 e4d5 h8h7 d2d3 a7a5 g1h3 d8d5
207,c2c4 a7a6 h2h3 e7e5 g2g4 b7b6 f2f3 f7f6 d2d4 b8c6 h1h2 e8e7
208,b2b3 c7c6 e2e3 b7b6 g1e2 g7g5 f2f4 h7h5 e1f2 d7d5 e3e4 e7e5
209,e2e3 g8h6 f2f4 a7a5 h2h4 h6g8 e1e2 a5a4 b1c3 b7b6 b2b3 h7h5
210,e2e3 d7d5 f2f4 a7a5 d2d3 a8a6 b1a3 h7h5 e1d2 b7b6 f1e2 e7e5
211,a2a4 f7f6 b2b4 g7g5 h2h4 c7c5 b4c5 a7a5 a1a3 d7d6 h4g5 a8a7
212,e2e3 g7g6 b2b3 h7h5 f2f3 d7d5 b1a3 b7b6 g2g4 h5g4 f3g4 f8g7
213,e2e3 g7g6 a2a4 e7e5 a4a5 d7d6 f2f3 e8e7 e3e4 a7a6 c2c4 f7f5
214,f2f3 h7h6 e2e4 e7e6 b2b3 c7c5 d2d4 f7f5 g1e2 d8h4 g2g3 b7b6
215,f2f4 g8f6 d2d3 f6e4 g1f3 b8c6 b1a3 h8g8 a1b1 e4c3 b2c3 c6d4
216,c2c3 a7a5 f2f3 b7b5 e2e4 h7h5 g1e2 a8a6 c3c4 h5h4 e4e5 d7d6
217,e2e3 d7d5 f2f4 h7h5 d2d3 c8g4 d1f3 g4f3 g2f3 b7b6 f4f5 c7c6
218,a2a4 b7b6 g1h3 e7e6 g2g3 f7f6 c2c4 d7d6 e2e3 h7h6 h3g5 d8d7
219,e2e3 g7g6 a2a4 e7e5 f2f3 c7c6 c2c4 d7d5 c4d5 e8d7 e3e4 a7a6
220,a2a4 a7a5 f2f3 h7h6 g2g3 c7c5 c2c4 f7f5 d2d4 g7g6 g1h3 e7e6
221,e2e3 g7g6 f2f3 d7d5 b2b3 a7a6 b1c3 e7e5 g2g3 c7c5 d1e2 d8f6
222,a2a4 a7a5 h2h3 c7c5 g2g3 h7h6 c2c4 d7d5 a1a3 f7f6 h1h2 e8f7
223,b2b3 c7c6 a2a4 b7b6 g2g3 g8f6 d2d3 g7g5 e2e3 h7h5 c1d2 f6g8
224,e2e3 g8h6 h2h4 a7a5 f1e2 a8a6 f2f4 h6g8 g2g3 a5a4 b1c3 e7e5
225,h2h4 a7a5 g2g3 a5a4 g1h3 h7h6 d2d4 h6h5 d4d5 f7f5 c2c3 e8f7
226,e2e3 a7a6 g2g3 d7d6 d1e2 b8d7 e1d1 e7e5 h2h3 g7g6 f1g2 b7b6
