game,checkmates,material_resigns,value_resigns,cap_draws,rule_draws
50,5,0,37,0,0
100,7,0,34,0,0
150,2,0,35,0,0
200,8,0,26,0,0
250,5,0,40,0,0
300,2,0,39,0,1
350,4,0,36,0,0
400,1,0,40,0,0
450,2,0,37,0,0
500,6,0,31,0,0
550,11,0,30,0,0
600,6,0,37,0,1
650,2,0,33,0,0
700,4,0,29,0,0
750,6,0,31,0,0
800,6,0,31,0,0
850,5,0,25,0,0
900,9,0,27,1,0
950,7,0,22,2,1
1000,6,0,25,0,1
1050,10,0,21,0,1
1100,3,0,24,1,0
1150,3,0,21,1,0
