game,white_wins,black_wins,draws,avg_loss,avg_game_length,len_0_20,len_21_40,len_41_60,len_61_80,len_81plus,steps,timestamp
50,26,23,1,1.708828,72.9,2,6,5,20,17,250,2026-09-11 03:27:50
100,22,25,3,1.710112,76.0,1,2,5,26,16,500,2026-09-11 04:22:53
150,25,22,3,1.703335,79.9,2,1,2,26,19,750,2026-09-11 05:21:01
200,19,30,1,1.708425,80.1,0,2,3,24,21,1000,2026-09-11 06:23:15
250,25,23,2,1.705154,79.8,2,0,2,27,19,1250,2026-09-11 07:23:19
300,22,27,1,1.702555,73.0,0,4,6,25,15,1500,2026-09-11 08:15:43
