game,checkmates,material_resigns,value_resigns,cap_draws,rule_draws
50,5,0,38,0,0
100,4,0,33,0,1
150,5,0,35,0,0
200,4,0,35,1,0
250,1,0,40,0,0
300,9,0,32,0,0
350,9,0,32,0,0
400,4,0,32,0,0
450,0,0,3,0,0
500,6,0,31,1,0
550,7,0,37,0,0
600,7,0,31,1,0
650,6,0,32,0,1
700,5,0,34,1,0
750,11,0,17,1,1
800,4,0,32,0,0
850,5,0,30,1,0
900,8,0,27,1,0
950,3,0,32,0,0
1000,1,0,32,1,0
1050,4,0,22,1,0
1100,3,0,21,0,0
1150,4,0,25,0,0
1200,4,0,23,0,1
1250,5,0,22,2,0
