game,position,move1,pct1,move2,pct2,move3,pct3,move4,pct4,move5,pct5
50,start,b1c3,14.1%,a2a3,14.1%,d2d4,8.1%,b2b4,6.1%,b1a3,6.1%
50,after_e4,a7a6,14.1%,b8c6,14.1%,d7d5,7.1%,b8a6,6.1%,e7e6,6.1%
50,after_d4,a7a6,14.1%,b8c6,12.1%,d7d5,7.1%,b8a6,6.1%,f7f5,6.1%
50,italian_game,a2a3,6.1%,e1e2,5.1%,g2g3,4.0%,d2d4,4.0%,b1c3,4.0%
50,queens_gambit,a7a6,8.1%,b8c6,7.1%,b8a6,6.1%,b7b5,4.0%,h7h6,4.0%
100,start,a2a3,12.1%,d2d4,9.1%,a2a4,6.1%,b1c3,6.1%,b1a3,6.1%
100,after_e4,a7a6,12.1%,d7d5,9.1%,h7h6,7.1%,e7e6,7.1%,b7b5,6.1%
100,after_d4,h7h6,10.1%,a7a6,9.1%,d7d5,9.1%,b8c6,8.1%,e7e6,7.1%
100,italian_game,a2a3,6.1%,e1e2,5.1%,d2d4,5.1%,h2h3,4.0%,g2g4,4.0%
100,queens_gambit,a7a6,7.1%,h7h5,6.1%,h7h6,6.1%,e7e6,6.1%,a7a5,5.1%
150,start,d2d4,12.1%,h2h3,10.1%,e2e3,10.1%,b1c3,9.1%,a2a4,6.1%
150,after_e4,d7d5,13.1%,e7e6,8.1%,b8c6,7.1%,h7h6,7.1%,b7b5,6.1%
150,after_d4,d7d5,12.1%,h7h6,11.1%,e7e6,10.1%,b8c6,8.1%,a7a6,6.1%
150,italian_game,e1e2,7.1%,h2h3,5.1%,f3e5,5.1%,b1a3,5.1%,g2g4,4.0%
150,queens_gambit,b8c6,6.1%,h7h6,6.1%,c7c5,6.1%,b8a6,5.1%,e7e6,5.1%
200,start,d2d4,23.2%,h2h3,9.1%,h2h4,6.1%,a2a3,6.1%,e2e3,6.1%
200,after_e4,d7d5,25.3%,e7e6,11.1%,h7h6,8.1%,a7a6,6.1%,h7h5,6.1%
200,after_d4,d7d5,20.2%,e7e6,12.1%,h7h6,9.1%,h7h5,6.1%,a7a6,6.1%
200,italian_game,d2d4,9.1%,f3e5,4.0%,e1e2,4.0%,g2g4,4.0%,g2g3,4.0%
200,queens_gambit,e7e6,8.1%,h7h6,6.1%,a7a6,5.1%,h7h5,5.1%,b7b5,5.1%
250,start,d2d4,31.3%,e2e3,10.1%,h2h3,9.1%,g2g4,4.0%,a2a3,4.0%
250,after_e4,d7d5,38.4%,e7e6,8.1%,h7h6,7.1%,b7b5,3.0%,b7b6,3.0%
250,after_d4,d7d5,23.2%,e7e6,23.2%,h7h6,6.1%,a7a6,4.0%,b7b6,3.0%
250,italian_game,e1e2,7.1%,h2h3,7.1%,d2d4,7.1%,g2g4,4.0%,g2g3,4.0%
250,queens_gambit,e7e6,11.1%,h7h6,9.1%,b8a6,5.1%,a7a6,5.1%,g7g6,4.0%
300,start,d2d4,20.2%,e2e3,11.1%,h2h3,10.1%,a2a3,6.1%,h2h4,5.1%
300,after_e4,d7d5,25.3%,e7e6,14.1%,h7h6,6.1%,a7a5,6.1%,a7a6,5.1%
300,after_d4,e7e6,17.2%,d7d5,17.2%,g7g6,7.1%,h7h6,6.1%,a7a6,6.1%
300,italian_game,e1e2,8.1%,g2g3,5.1%,g2g4,4.0%,f3g1,4.0%,a2a4,4.0%
300,queens_gambit,a7a6,8.1%,e7e6,7.1%,h7h6,6.1%,g7g6,6.1%,b8a6,5.1%
350,start,d2d4,19.2%,h2h3,10.1%,g2g3,8.1%,a2a3,6.1%,a2a4,6.1%
350,after_e4,d7d5,28.3%,e7e6,10.1%,h7h6,7.1%,g7g6,6.1%,a7a5,6.1%
350,after_d4,d7d5,16.2%,g7g6,14.1%,e7e6,9.1%,b8a6,6.1%,h7h6,6.1%
350,italian_game,g2g4,8.1%,d2d4,5.1%,g2g3,5.1%,e1e2,4.0%,h1g1,4.0%
350,queens_gambit,g7g6,8.1%,b8a6,7.1%,b8c6,6.1%,f7f6,6.1%,a7a5,4.0%
400,start,d2d4,28.3%,b1a3,7.1%,h2h3,6.1%,e2e3,6.1%,a2a3,6.1%
400,after_e4,d7d5,21.2%,e7e6,12.1%,b8a6,6.1%,h7h6,6.1%,f7f5,5.1%
400,after_d4,d7d5,17.2%,e7e6,12.1%,g7g6,7.1%,h7h6,6.1%,a7a6,6.1%
400,italian_game,e1e2,7.1%,g2g4,5.1%,d2d4,4.0%,b2b4,4.0%,a2a4,4.0%
400,queens_gambit,g7g6,8.1%,a7a6,8.1%,b8c6,6.1%,b8a6,6.1%,b7b5,4.0%
450,start,d2d4,24.2%,h2h3,8.1%,a2a4,7.1%,e2e3,7.1%,c2c4,6.1%
450,after_e4,d7d5,30.3%,e7e6,17.2%,f7f5,6.1%,h7h6,5.1%,c7c5,4.0%
450,after_d4,d7d5,20.2%,e7e6,14.1%,b8a6,7.1%,h7h6,7.1%,a7a6,6.1%
450,italian_game,g2g3,12.1%,d2d4,5.1%,e1e2,5.1%,g2g4,5.1%,a2a4,5.1%
450,queens_gambit,h7h6,10.1%,b8a6,9.1%,b8c6,6.1%,e7e6,6.1%,a7a6,5.1%
500,start,d2d4,30.3%,a2a4,6.1%,h2h3,6.1%,g2g3,6.1%,c2c4,5.1%
500,after_e4,d7d5,29.3%,e7e6,11.1%,b8a6,6.1%,h7h6,6.1%,g7g6,6.1%
500,after_d4,d7d5,29.3%,e7e6,11.1%,g7g6,8.1%,h7h6,4.0%,a7a6,4.0%
500,italian_game,d2d4,6.1%,g2g4,5.1%,h2h3,5.1%,g2g3,4.0%,c2c3,4.0%
500,queens_gambit,g7g6,10.1%,e7e6,6.1%,a7a6,6.1%,b8a6,5.1%,a7a5,4.0%
550,start,d2d4,26.3%,a2a4,7.1%,h2h3,7.1%,g2g3,7.1%,a2a3,6.1%
550,after_e4,d7d5,13.1%,e7e6,10.1%,f7f5,10.1%,h7h6,7.1%,a7a5,7.1%
550,after_d4,d7d5,18.2%,g7g6,11.1%,e7e6,10.1%,a7a6,8.1%,b8a6,7.1%
550,italian_game,d2d4,8.1%,g2g3,7.1%,e1e2,6.1%,h2h3,5.1%,a2a4,5.1%
550,queens_gambit,a7a6,10.1%,b7b5,9.1%,g7g6,8.1%,f7f6,6.1%,a7a5,4.0%
600,start,d2d4,32.3%,e2e3,7.1%,g2g3,6.1%,h2h3,6.1%,a2a4,5.1%
600,after_e4,d7d5,29.3%,e7e6,16.2%,h7h6,6.1%,f7f5,6.1%,c7c5,5.1%
600,after_d4,d7d5,30.3%,e7e6,13.1%,g7g6,9.1%,g7g5,5.1%,b8a6,4.0%
600,italian_game,g2g4,8.1%,h2h3,6.1%,g2g3,6.1%,d2d4,5.1%,e1e2,5.1%
600,queens_gambit,b7b5,9.1%,g7g6,9.1%,a7a6,8.1%,e7e6,6.1%,e8d7,4.0%
650,start,d2d4,26.3%,a2a4,9.1%,g2g3,9.1%,e2e3,8.1%,c2c4,7.1%
650,after_e4,d7d5,21.2%,e7e6,11.1%,a7a5,9.1%,c7c5,8.1%,g7g6,7.1%
650,after_d4,d7d5,22.2%,g7g6,12.1%,a7a6,8.1%,e7e6,8.1%,b8a6,7.1%
650,italian_game,d2d4,7.1%,g2g4,6.1%,e1e2,5.1%,h2h4,5.1%,d2d3,5.1%
650,queens_gambit,a7a6,8.1%,b8a6,6.1%,b8c6,6.1%,g7g6,6.1%,b7b5,5.1%
700,start,d2d4,23.2%,e2e3,9.1%,g2g3,9.1%,a2a4,7.1%,b1a3,6.1%
700,after_e4,d7d5,30.3%,e7e6,17.2%,c7c5,6.1%,g7g6,5.1%,f7f5,5.1%
700,after_d4,d7d5,18.2%,e7e6,13.1%,b8a6,10.1%,g7g6,10.1%,a7a6,6.1%
700,italian_game,g2g3,9.1%,f3e5,7.1%,a2a4,5.1%,g2g4,4.0%,d2d4,4.0%
700,queens_gambit,g7g6,8.1%,a7a6,8.1%,b8a6,6.1%,f7f6,5.1%,e7e6,4.0%
750,start,d2d4,15.2%,a2a4,12.1%,e2e3,7.1%,c2c4,6.1%,a2a3,6.1%
750,after_e4,e7e6,10.1%,h7h6,9.1%,d7d5,8.1%,a7a5,8.1%,f7f5,6.1%
750,after_d4,g7g6,13.1%,d7d5,10.1%,e7e6,9.1%,g7g5,6.1%,f7f6,6.1%
750,italian_game,e1e2,6.1%,g2g4,5.1%,d2d4,5.1%,f3e5,5.1%,h2h3,4.0%
750,queens_gambit,a7a6,6.1%,b7b5,6.1%,f7f6,6.1%,g7g6,6.1%,h7h6,5.1%
800,start,d2d4,27.3%,c2c4,7.1%,a2a4,7.1%,g2g3,6.1%,e2e3,6.1%
800,after_e4,d7d5,24.2%,e7e6,14.1%,c7c5,7.1%,h7h6,7.1%,f7f5,6.1%
800,after_d4,d7d5,21.2%,e7e6,15.2%,g7g6,12.1%,f7f6,5.1%,c7c5,5.1%
800,italian_game,d2d4,8.1%,c4a6,5.1%,f3e5,5.1%,a2a4,5.1%,b2b3,4.0%
800,queens_gambit,f7f6,8.1%,a7a6,8.1%,g7g6,6.1%,e7e6,6.1%,b7b5,5.1%
850,start,d2d4,25.3%,a2a4,10.1%,g2g3,8.1%,e2e3,8.1%,c2c4,6.1%
850,after_e4,d7d5,28.3%,e7e6,26.3%,f7f5,6.1%,g7g5,5.1%,c7c5,4.0%
850,after_d4,d7d5,21.2%,e7e6,16.2%,g7g6,12.1%,h7h6,6.1%,a7a5,6.1%
850,italian_game,g2g4,7.1%,e1e2,6.1%,d2d4,5.1%,b1c3,4.0%,g2g3,4.0%
850,queens_gambit,a7a6,9.1%,a7a5,6.1%,g7g6,6.1%,b7b5,5.1%,f7f6,4.0%
900,start,d2d4,23.2%,a2a4,9.1%,e2e3,7.1%,g2g3,6.1%,c2c4,6.1%
900,after_e4,d7d5,22.2%,e7e6,11.1%,a7a5,9.1%,h7h6,8.1%,g7g6,6.1%
900,after_d4,d7d5,23.2%,e7e6,14.1%,g7g6,12.1%,e7e5,4.0%,a7a6,4.0%
900,italian_game,d2d4,8.1%,a2a4,7.1%,g2g3,6.1%,h2h3,5.1%,g2g4,5.1%
900,queens_gambit,g7g6,9.1%,a7a6,8.1%,b8a6,6.1%,b7b5,5.1%,e7e6,4.0%
