game,start,w_wins,b_move,missing_queen,timestamp
200,-0.0343,+0.9944,-0.9912,-0.0736,2026-08-25 14:42:20
400,+0.0033,+0.9849,-0.9733,-0.1529,2026-08-25 17:56:05
600,+0.0223,+0.9989,-0.9985,-0.5770,2026-08-26 02:52:13
800,+0.0235,+0.9952,-0.9795,-0.5031,2026-08-26 05:36:07
1000,-0.0404,+0.9982,-0.9975,-0.1179,2026-08-26 08:22:53
1200,+0.0095,+0.9942,-0.9989,-0.4962,2026-08-27 02:22:02
1400,+0.1111,+0.9992,-0.9991,-0.8205,2026-08-27 05:00:39
1600,+0.0690,+0.9985,-0.9951,-0.8374,2026-08-27 08:00:27
