game,outcome,end_reason,n_moves,loss,steps,timestamp,moves
1,B,value_resign,27,1.727497,5,2026-09-11 10:09:21,e2e3 a7a5 b1a3 a5a4 f1d3 d7d6 c2c3 e8d7 h2h3 e7e6 b2b4 f7f5 d1c2 b8a6 c2a4 b7b5 e3e4 b5a4 g1f3 f5e4 d3e4 g7g6 e1e2 g8e7 e2e1 d7e8 c3c4
2,W,checkmate,31,1.721322,10,2026-09-11 10:10:30,g1f3 e7e5 b2b4 f8d6 b1a3 b7b5 c2c3 a7a5 d1a4 a5b4 a4a8 e5e4 a3b5 e4f3 d2d4 b4c3 a8f3 h7h5 a1b1 c7c6 b5d6 e8e7 c1e3 e7d6 b1b8 d8e8 g2g4 h5g4 f3g3 e8e5 g3e5
3,B,checkmate,60,1.708511,15,2026-09-11 10:20:01,f2f4 b8a6 c2c4 h7h5 g2g4 b7b5 c4b5 d7d5 g1f3 a8b8 f3g5 b8b5 d2d4 c8d7 f1g2 b5b4 e1f1 g8f6 h2h3 h5g4 a2a3 h8g8 a3b4 g4g3 a1a6 e7e6 a6b6 e8e7 c1d2 c7b6 g2f3 d7b5 h1g1 d8c8 f4f5 e7d8 f5e6 f7e6 g1h1 f8d6 d1e1 c8d7 h1g1 d8e8 g1g3 d6g3 g5e6 g3e1 f1e1 a7a5 e6c5 b6c5 f3g4 f6g4 h3g4 c5d4 b4a5 d7e7 a5a6 e7e2
4,W,material_adjudication,66,1.805706,20,2026-09-11 10:22:15,h2h4 b8a6 c2c4 h7h5 b2b3 d7d6 c1b2 a6b8 d1c1 a7a5 b2d4 g7g5 h4g5 a8a7 d4a7 f7f6 g2g3 f6g5 a7b8 e7e5 e1d1 c8g4 b1c3 f8g7 h1h2 g4e6 a1b1 d8d7 b1b2 e6c4 h2g2 d7c6 b3c4 c6g2 f1g2 g5g4 c3b1 h8h6 e2e4 d6d5 g1e2 g8e7 f2f3 g4f3 g2f3 c7c5 e2f4 g7f6 f4d3 d5c4 d3e1 a5a4 g3g4 h5g4 f3g2 a4a3 b2b5 f6g5 g2f1 g5h4 f1c4 h4e1 b1a3 g4g3 c4f1 g3g2
5,B,material_adjudication,66,1.714337,25,2026-09-11 10:22:16,a2a3 a7a5 a3a4 h7h6 h2h3 c7c5 c2c4 b7b6 b2b4 a5b4 f2f4 f7f5 c1b2 c8b7 b2c1 e8f7 e1f2 d8e8 a4a5 b6a5 d2d4 c5d4 g2g3 h8h7 f1g2 e8d8 g2f1 b7e4 c4c5 g7g6 f1g2 e4g2 f2g2 f8g7 g1f3 f7f8 h1h2 d4d3 c1b2 g7b2 d1b3 b2a1 h3h4 g8f6 f3e5 f8e8 b1a3 d8c8 a3c4 a5a4 g2f1 a4b3 g3g4 b8a6 h4h5 g6g5 h2h1 e7e6 h1h3 h7h8 c4b6 c8b7 b6a8 f6d5 g4f5 d5e7
6,B,material_adjudication,66,1.771175,30,2026-09-11 10:22:17,h2h4 b7b6 b2b3 h7h5 h1h3 g7g6 h3h2 h8h6 h2h3 f8g7 d2d4 g7f8 h3h2 b8c6 g2g4 h5g4 d1d2 h6h4 h2h3 g4h3 g1h3 c6d4 e2e4 d7d6 h3g5 g8h6 b3b4 c8a6 f1d3 d4e6 g5e6 f7e6 d3a6 c7c5 a6b7 f8g7 b7a8 g7a1 d2h6 h4h6 a8c6 e8f7 c1h6 a7a6 h6d2 c5b4 a2a3 b4a3 b1a3 g6g5 a3b1 d8c8 f2f4 g5g4 d2b4 b6b5 c2c4 a1f6 c6b7 c8b7 c4b5 b7b6 b1d2 d6d5 b4c5 b6c5
7,B,material_adjudication,66,1.746533,35,2026-09-11 10:22:18,e2e3 a7a5 h2h3 a5a4 a2a3 e7e5 b2b3 a8a7 d2d3 d8e7 b3a4 d7d5 e3e4 b7b6 d1f3 g7g5 e1d1 b8d7 c1d2 d5e4 d3e4 a7a8 g1e2 h7h5 b1c3 c8b7 g2g4 c7c6 d2g5 e7g5 g4h5 g5f6 f3f6 d7f6 a1b1 f6h5 h1g1 a8a5 b1b2 f7f5 d1c1 f5f4 f2f3 f8a3 g1g7 a3b2 c1b2 g8e7 b2b3 h5g7 e2f4 h8h6 c3e2 b7c8 c2c3 c8h3 f1h3 e5f4 h3f5 e7f5 e4f5 e8f8 e2f4 a5a8 f4e6 f8f7
8,B,material_adjudication_moderate,76,1.752025,40,2026-09-11 10:25:46,d2d3 d7d5 f2f4 e8d7 f4f5 a7a5 b2b3 a5a4 c1a3 g7g6 g1h3 f7f6 b1c3 g6g5 h3g5 f6g5 a1b1 c7c6 b3a4 g8f6 b1b3 b8a6 d1b1 e7e5 a3c5 a6c5 g2g3 d8e8 f1h3 a8b8 d3d4 e5d4 c3d5 c6d5 g3g4 f8d6 h3g2 c5b3 b1b3 e8e7 e1f1 b7b5 c2c4 d4c3 b3c3 d5d4 c3d4 f6g4 h2h3 d7d8 h3g4 h8g8 a4b5 h7h6 f5f6 e7d7 a2a4 c8b7 h1h3 b7a8 b5b6 g8g6 e2e3 h6h5 g4h5 g6h6 h3h1 g5g4 f1g1 g4g3 d4e4 h6f6 h5h6 d6c5 h6h7 d7g7
9,B,material_adjudication,81,1.712092,45,2026-09-11 10:27:34,h2h4 b8a6 h4h5 g8f6 d2d3 a6c5 c2c3 a7a5 d1b3 f6h5 f2f3 c5b3 a2a3 b7b5 c1f4 h5f4 g2g3 f4d3 e1d1 a8a7 f1g2 d3f2 d1e1 b3a1 h1h2 h7h5 g1h3 h8h6 a3a4 h6e6 e2e4 a7a6 a4b5 g7g6 b5a6 c7c5 h3f2 f8g7 f3f4 h5h4 g2f3 d7d6 f4f5 e6f6 e4e5 g6g5 e5f6 e7f6 f2d1 a1b3 g3h4 g5g4 f3g4 c8a6 h4h5 d8d7 b1d2 b3d2 b2b3 a5a4 b3b4 d6d5 h2e2 e8f8 e1d2 d7c8 b4c5 a6b5 e2e3 c8a8 h5h6 g7h6 c3c4 b5c4 d2c3 h6e3 d1e3 c4d3 g4h5 d3e4 c3b4
10,B,checkmate,82,1.726676,50,2026-09-11 10:27:55,e2e3 g7g5 d1h5 g8f6 g2g3 f6h5 g1h3 h8g8 e1e2 f7f5 b2b3 e8f7 f2f4 c7c5 c2c4 e7e5 h3g5 g8g5 f4g5 h5g7 d2d4 b7b5 g5g6 f7e8 a2a4 e8e7 a4b5 a7a6 g6h7 e5e4 h7h8q f5f4 g3g4 e7e6 f1g2 d8h4 h8h4 c8b7 g2h3 a6b5 b1a3 b5b4 a3b5 a8a1 g4g5 g7f5 h4h5 f8g7 h1f1 g7f8 e2d2 f8g7 g5g6 g7f8 e3f4 a1b1 b5a3 b4a3 h3g4 f8d6 h5f5 e6e7 h2h3 c5d4 d2d1 d6c5 b3b4 d7d6 b4c5 b8c6 d1e2 a3a2 c1e3 a2a1q f1f2 a1c3 e3c1 c3c1 c5d6 e7d6 f5e4 c1d1
11,W,material_adjudication_moderate,89,1.769325,55,2026-09-11 10:30:24,d2d3 d7d5 d1d2 e8d7 g1f3 f7f6 b1a3 c7c6 a1b1 a7a5 d2c3 g7g5 c3c5 e7e5 h2h4 f8c5 e1d1 d7e8 e2e4 a5a4 f3g1 b8d7 f1e2 a8a6 h4g5 d7b8 g5f6 c5b4 b2b3 d8c7 f2f3 c8e6 c1d2 a4b3 e4d5 a6a3 d5e6 c7d8 b1b3 g8f6 b3b4 a3a2 b4a4 b8a6 a4a2 f6d5 d3d4 h8g8 g2g4 e5d4 d1e1 a6c5 h1h7 d5e7 d2c1 b7b5 c1d2 g8f8 h7g7 f8g8 g7g8 e7g8 g4g5 d4d3 c2d3 e8e7 d3d4 c5e6 d4d5 c6d5 a2a7 d8c7 a7c7 e6c7 d2f4 d5d4 f4e5 c7d5 e1d2 d4d3 e2d3 b5b4 d3g6 b4b3 e5a1 b3b2 a1b2 e7f8 g6h5
12,B,material_adjudication,89,1.742246,60,2026-09-11 10:30:25,a2a3 a7a5 a3a4 h7h6 g1h3 g8f6 b2b4 g7g5 e2e3 d7d5 b4a5 c8g4 f2f4 c7c5 f1d3 e7e5 h3g1 a8a5 d3b5 b8d7 b5d3 e5e4 d1g4 f6g4 c1b2 c5c4 b1a3 f8a3 e1e2 f7f5 b2a3 h8g8 d3e4 d5e4 f4g5 b7b5 g5h6 g8h8 a3b2 h8h6 b2e5 a5a4 c2c3 e8f8 a1a4 d7e5 a4a5 d8f6 e2d1 f6f7 d2d3 f7f6 d3e4 f5e4 g1f3 g4f2 d1e1 f6g7 f3e5 g7e5 e1f2 e5d6 h1d1 d6e7 d1d5 b5b4 a5a7 e7a7 c3b4 a7c7 b4b5 h6g6 b5b6 c7c8 d5c5 c8b8 f2e1 g6g7 c5c8 b8c8 b6b7 c8d8 b7b8q d8b8 e1d1 b8e8 d1e1 e8b5 e1d1
