game,start,w_wins,b_move,missing_queen,timestamp
200,+0.0014,+0.9769,-0.9916,-0.8680,2026-09-11 15:37:59
400,+0.0092,+0.9783,-0.9944,-0.9928,2026-09-11 20:47:02
