game,position,move1,pct1,move2,pct2,move3,pct3,move4,pct4,move5,pct5
550,queens_gambit,h7h5,29.0%,b8c6,24.0%,c8f5,10.0%,b8a6,10.0%,a7a6,8.0%
600,start,d2d3,17.0%,h2h4,13.0%,e2e4,13.0%,e2e3,9.0%,f2f3,7.0%
600,after_e4,d7d5,20.0%,f7f6,13.0%,c7c5,10.0%,e7e5,8.0%,a7a6,6.0%
600,after_d4,d7d5,22.0%,b8c6,13.0%,h7h5,7.0%,a7a6,6.0%,b7b6,5.0%
600,italian_game,e1e2,31.0%,h1g1,10.0%,f3d4,8.0%,h2h4,4.0%,g2g3,4.0%
600,queens_gambit,b8c6,48.0%,a7a6,15.0%,h7h5,6.0%,b8a6,5.0%,h7h6,4.0%
650,start,d2d3,20.0%,e2e3,15.0%,e2e4,11.0%,b2b3,11.0%,f2f3,7.0%
650,after_e4,d7d5,30.0%,f7f6,17.0%,e7e5,13.0%,b7b5,11.0%,h7h5,7.0%
650,after_d4,h7h5,24.0%,h7h6,16.0%,d7d5,14.0%,b7b6,8.0%,e7e5,6.0%
650,italian_game,e1e2,42.0%,d2d3,19.0%,g2g4,9.0%,g2g3,6.0%,h2h4,3.0%
650,queens_gambit,b8c6,32.0%,a7a6,26.0%,h7h5,12.0%,b8a6,9.0%,h7h6,8.0%
700,start,d2d3,15.0%,h2h4,13.0%,e2e4,13.0%,f2f3,10.0%,e2e3,9.0%
700,after_e4,d7d5,24.0%,a7a6,15.0%,h7h5,10.0%,f7f6,10.0%,c7c5,10.0%
700,after_d4,a7a6,30.0%,b8c6,15.0%,h7h5,15.0%,d7d5,12.0%,h7h6,11.0%
700,italian_game,e1e2,36.0%,g2g4,22.0%,d2d3,6.0%,g2g3,5.0%,d2d4,5.0%
700,queens_gambit,b8c6,43.0%,a7a6,33.0%,h7h5,7.0%,h7h6,4.0%,b8a6,4.0%
750,start,e2e4,13.0%,d2d3,13.0%,h2h4,12.0%,e2e3,10.0%,b2b3,8.0%
750,after_e4,a7a6,15.0%,d7d5,11.0%,c7c5,11.0%,b7b5,11.0%,f7f6,8.0%
750,after_d4,h7h5,12.0%,a7a6,11.0%,d7d5,11.0%,b8c6,8.0%,h7h6,8.0%
750,italian_game,e1e2,49.0%,g2g4,11.0%,g2g3,4.0%,b1c3,2.0%,f1e2,2.0%
750,queens_gambit,b8c6,48.0%,a7a6,17.0%,c8f5,10.0%,h7h5,7.0%,h7h6,3.0%
800,start,h2h4,18.0%,c2c4,13.0%,d2d3,13.0%,e2e3,9.0%,b2b3,9.0%
800,after_e4,d7d5,36.0%,a7a6,24.0%,h7h5,11.0%,b7b5,7.0%,e7e5,4.0%
800,after_d4,d7d5,14.0%,h7h6,13.0%,h7h5,12.0%,a7a6,12.0%,b7b5,8.0%
800,italian_game,g2g3,24.0%,g2g4,22.0%,e1e2,20.0%,h2h4,9.0%,b1a3,8.0%
800,queens_gambit,h7h5,21.0%,b8c6,18.0%,a7a6,17.0%,g7g5,11.0%,h7h6,10.0%
850,start,h2h4,21.0%,e2e4,13.0%,d2d3,13.0%,e2e3,12.0%,f2f3,8.0%
850,after_e4,d7d5,22.0%,a7a6,14.0%,b7b5,13.0%,h7h5,9.0%,e7e5,6.0%
850,after_d4,h7h6,27.0%,h7h5,15.0%,d7d5,12.0%,b8c6,7.0%,b7b5,7.0%
850,italian_game,g2g3,24.0%,d2d3,22.0%,h2h4,19.0%,g2g4,12.0%,b2b3,12.0%
850,queens_gambit,b8c6,33.0%,h7h5,29.0%,a7a6,19.0%,f7f6,9.0%,b8a6,3.0%
900,start,g1f3,20.0%,e2e3,12.0%,h2h4,12.0%,e2e4,12.0%,d2d3,11.0%
900,after_e4,b7b5,20.0%,d7d5,14.0%,a7a6,13.0%,h7h5,8.0%,f7f6,5.0%
900,after_d4,h7h5,32.0%,b8c6,14.0%,h7h6,12.0%,d7d5,11.0%,b7b5,9.0%
900,italian_game,g2g3,38.0%,e1e2,14.0%,g2g4,12.0%,h2h3,9.0%,h1g1,6.0%
900,queens_gambit,h7h5,25.0%,b8c6,23.0%,c8f5,21.0%,f7f6,9.0%,h7h6,7.0%
950,start,g1f3,18.0%,d2d3,12.0%,h2h4,11.0%,e2e4,10.0%,e2e3,10.0%
950,after_e4,d7d5,22.0%,c7c5,11.0%,h7h5,10.0%,a7a6,10.0%,b7b5,10.0%
950,after_d4,h7h5,21.0%,a7a6,19.0%,d7d5,12.0%,b8c6,11.0%,b7b5,6.0%
950,italian_game,g2g3,33.0%,e1e2,10.0%,g2g4,7.0%,b2b3,6.0%,h2h4,5.0%
950,queens_gambit,b8c6,23.0%,a7a6,16.0%,h7h5,14.0%,g8h6,6.0%,f7f6,4.0%
1000,start,e2e3,17.0%,c2c4,16.0%,h2h4,11.0%,d2d3,10.0%,e2e4,8.0%
1000,after_e4,d7d5,67.0%,c7c5,5.0%,d7d6,4.0%,h7h5,4.0%,b7b5,4.0%
1000,after_d4,d7d5,29.0%,h7h5,18.0%,a7a6,12.0%,b7b5,5.0%,d7d6,4.0%
1000,italian_game,g2g4,22.0%,g2g3,16.0%,b2b4,10.0%,h1g1,7.0%,e1e2,7.0%
1000,queens_gambit,b8c6,61.0%,h7h5,12.0%,b8a6,7.0%,h7h6,4.0%,a7a6,3.0%
1050,start,e2e4,14.0%,g1f3,13.0%,d2d3,12.0%,c2c4,10.0%,h2h4,9.0%
1050,after_e4,b7b5,14.0%,d7d5,12.0%,a7a6,11.0%,h7h5,10.0%,e7e5,9.0%
1050,after_d4,h7h5,14.0%,b7b5,13.0%,e7e5,11.0%,d7d5,11.0%,b7b6,10.0%
1050,italian_game,g2g3,18.0%,g2g4,13.0%,b2b4,12.0%,b2b3,5.0%,d2d3,5.0%
1050,queens_gambit,b8c6,60.0%,a7a6,14.0%,h7h5,9.0%,f7f6,3.0%,b8a6,2.0%
1100,start,d2d3,17.0%,e2e3,12.0%,h2h4,11.0%,b2b3,10.0%,e2e4,10.0%
1100,after_e4,h7h5,37.0%,c7c5,15.0%,d7d5,12.0%,f7f6,9.0%,b7b5,6.0%
1100,after_d4,h7h5,26.0%,d7d5,12.0%,c7c5,9.0%,d7d6,8.0%,e7e5,6.0%
1100,italian_game,g2g3,20.0%,b2b4,18.0%,g2g4,10.0%,c4f7,8.0%,h2h4,8.0%
1100,queens_gambit,h7h5,34.0%,b8c6,22.0%,h7h6,15.0%,a7a6,11.0%,c7c5,5.0%
1150,start,d2d3,16.0%,c2c4,13.0%,f2f3,12.0%,e2e4,11.0%,e2e3,11.0%
1150,after_e4,d7d5,22.0%,h7h5,16.0%,f7f6,14.0%,c7c5,14.0%,e7e5,7.0%
1150,after_d4,d7d5,18.0%,h7h5,12.0%,d7d6,11.0%,a7a6,10.0%,e7e5,6.0%
1150,italian_game,c4f7,8.0%,g2g3,8.0%,b2b3,6.0%,d2d3,6.0%,h2h4,5.0%
1150,queens_gambit,g7g5,18.0%,b8c6,17.0%,h7h6,13.0%,a7a6,13.0%,h7h5,12.0%
1200,start,h2h4,11.0%,d2d3,9.0%,e2e3,8.0%,g1f3,8.0%,c2c4,7.0%
1200,after_e4,d7d5,44.0%,c7c5,23.0%,h7h5,13.0%,b7b5,10.0%,e7e5,3.0%
1200,after_d4,d7d5,51.0%,h7h5,12.0%,b8c6,8.0%,d7d6,7.0%,a7a6,4.0%
1200,italian_game,c4f7,20.0%,g2g3,18.0%,b2b4,9.0%,c2c3,4.0%,e1e2,2.0%
1200,queens_gambit,b8c6,75.0%,h7h5,5.0%,g7g5,4.0%,a7a6,4.0%,g7g6,2.0%
1250,start,c2c4,19.0%,h2h4,16.0%,f2f3,11.0%,b2b3,9.0%,d2d3,9.0%
1250,after_e4,f7f6,31.0%,d7d5,27.0%,c7c5,16.0%,b7b5,14.0%,e7e5,4.0%
1250,after_d4,h7h5,21.0%,a7a6,14.0%,e7e5,11.0%,d7d5,10.0%,b7b5,5.0%
1250,italian_game,g2g3,29.0%,b2b4,6.0%,d2d3,6.0%,a2a4,6.0%,g2g4,5.0%
1250,queens_gambit,a7a6,42.0%,b8c6,20.0%,f7f6,9.0%,h7h5,9.0%,g7g5,4.0%
1300,start,g1f3,13.0%,h2h4,11.0%,c2c4,11.0%,e2e4,10.0%,f2f3,10.0%
1300,after_e4,d7d5,16.0%,h7h5,16.0%,c7c5,13.0%,b7b5,12.0%,b8c6,10.0%
1300,after_d4,b8c6,17.0%,h7h5,17.0%,d7d5,16.0%,e7e5,12.0%,h7h6,7.0%
1300,italian_game,g2g3,17.0%,h2h4,12.0%,g2g4,11.0%,b1c3,10.0%,b2b4,9.0%
1300,queens_gambit,b8c6,24.0%,h7h5,22.0%,a7a6,12.0%,g7g5,11.0%,h7h6,4.0%
1350,start,d2d3,18.0%,b2b3,15.0%,h2h4,12.0%,c2c4,10.0%,e2e4,9.0%
1350,after_e4,d7d5,44.0%,h7h5,18.0%,b7b5,10.0%,a7a6,8.0%,e7e5,6.0%
1350,after_d4,h7h5,23.0%,b8c6,16.0%,d7d5,8.0%,c7c6,7.0%,d7d6,5.0%
1350,italian_game,g2g3,22.0%,g2g4,17.0%,b2b4,6.0%,d2d3,6.0%,f1e2,6.0%
1350,queens_gambit,b8c6,59.0%,h7h5,13.0%,h7h6,6.0%,a7a6,6.0%,b7b5,3.0%
1400,start,h2h4,17.0%,d2d3,13.0%,c2c4,11.0%,e2e4,9.0%,g1f3,7.0%
1400,after_e4,h7h5,30.0%,d7d5,14.0%,c7c5,13.0%,b8c6,12.0%,b7b5,9.0%
1400,after_d4,h7h5,24.0%,b8c6,20.0%,h7h6,13.0%,d7d5,11.0%,c7c6,8.0%
1400,italian_game,g2g3,29.0%,h2h4,17.0%,g2g4,11.0%,b2b4,10.0%,b1a3,4.0%
1400,queens_gambit,b8c6,50.0%,h7h5,12.0%,h7h6,7.0%,a7a6,6.0%,g8h6,3.0%
1450,start,d2d3,16.0%,b1a3,14.0%,b2b3,12.0%,e2e3,9.0%,g1f3,8.0%
1450,after_e4,h7h5,47.0%,d7d5,11.0%,c7c5,10.0%,b7b5,7.0%,e7e6,5.0%
1450,after_d4,h7h5,17.0%,h7h6,11.0%,e7e5,10.0%,b8c6,9.0%,d7d5,8.0%
1450,italian_game,g2g3,56.0%,g2g4,19.0%,e1e2,4.0%,b2b4,3.0%,b2b3,2.0%
1450,queens_gambit,b8c6,25.0%,c7c5,18.0%,h7h5,16.0%,e7e6,8.0%,a7a6,8.0%
1500,start,e2e3,18.0%,d2d3,12.0%,a2a4,10.0%,h2h4,8.0%,g1f3,8.0%
1500,after_e4,h7h5,23.0%,d7d5,17.0%,c7c5,15.0%,b8c6,10.0%,a7a6,5.0%
1500,after_d4,b8c6,35.0%,h7h5,12.0%,c7c6,10.0%,h7h6,8.0%,d7d5,6.0%
1500,italian_game,g2g3,28.0%,h2h4,15.0%,b1c3,14.0%,e1e2,6.0%,b2b4,4.0%
1500,queens_gambit,b8c6,74.0%,h7h5,7.0%,a7a6,3.0%,f7f6,2.0%,c7c6,2.0%
1550,start,d2d3,13.0%,c2c4,13.0%,h2h4,13.0%,e2e3,9.0%,c2c3,8.0%
1550,after_e4,d7d5,17.0%,h7h5,15.0%,b7b5,10.0%,b8c6,9.0%,c7c5,9.0%
1550,after_d4,h7h5,22.0%,b8c6,16.0%,h7h6,12.0%,d7d5,10.0%,b7b5,6.0%
1550,italian_game,g2g3,18.0%,b2b4,8.0%,b2b3,7.0%,h2h4,6.0%,g2g4,5.0%
1550,queens_gambit,b8c6,14.0%,h7h5,14.0%,d5c4,10.0%,g8h6,9.0%,a7a6,7.0%
1600,start,d2d3,14.0%,h2h4,12.0%,e2e3,9.0%,a2a4,6.0%,b1c3,6.0%
1600,after_e4,d7d5,17.0%,b8c6,17.0%,h7h5,13.0%,c7c5,11.0%,b7b5,9.0%
1600,after_d4,b8c6,24.0%,d7d5,11.0%,h7h6,10.0%,e7e6,9.0%,d7d6,8.0%
1600,italian_game,g2g3,14.0%,f3e5,8.0%,h2h4,6.0%,b1c3,6.0%,d2d3,5.0%
1600,queens_gambit,b8c6,40.0%,a7a6,35.0%,g8h6,7.0%,h7h5,5.0%,e7e6,3.0%
1650,start,d2d3,13.0%,c2c3,9.0%,b2b3,9.0%,a2a4,7.0%,c2c4,7.0%
1650,after_e4,b7b5,18.0%,d7d5,17.0%,h7h5,15.0%,e7e5,13.0%,b8c6,9.0%
1650,after_d4,b8c6,16.0%,a7a6,10.0%,h7h6,10.0%,h7h5,8.0%,d7d5,7.0%
1650,italian_game,g2g3,37.0%,g2g4,17.0%,h2h4,9.0%,h2h3,7.0%,b1c3,5.0%
1650,queens_gambit,a7a6,24.0%,d5c4,12.0%,b8c6,8.0%,f7f6,7.0%,g7g5,6.0%
1700,start,d2d3,13.0%,e2e3,13.0%,h2h4,8.0%,b2b3,7.0%,c2c4,6.0%
1700,after_e4,d7d5,23.0%,h7h5,12.0%,a7a6,11.0%,e7e6,11.0%,c7c5,8.0%
1700,after_d4,a7a6,11.0%,b8c6,10.0%,h7h5,10.0%,e7e6,9.0%,d7d5,8.0%
1700,italian_game,g2g3,38.0%,b2b4,12.0%,g2g4,10.0%,h2h4,3.0%,b1c3,3.0%
1700,queens_gambit,g7g5,36.0%,h7h5,19.0%,b8c6,15.0%,a7a6,12.0%,f7f6,7.0%
1750,start,e2e3,16.0%,d2d3,13.0%,h2h4,9.0%,e2e4,6.0%,g1f3,6.0%
1750,after_e4,d7d5,29.0%,h7h5,15.0%,b8c6,14.0%,b7b5,9.0%,e7e5,7.0%
1750,after_d4,b8c6,23.0%,e7e6,10.0%,h7h5,8.0%,a7a5,6.0%,d7d5,5.0%
1750,italian_game,g2g3,17.0%,g2g4,13.0%,b1c3,11.0%,h2h4,7.0%,h1g1,5.0%
1750,queens_gambit,d5c4,19.0%,b8c6,10.0%,g8h6,10.0%,e8d7,4.0%,h7h5,4.0%
1800,start,d2d3,24.0%,g1f3,9.0%,c2c3,9.0%,e2e3,8.0%,g2g4,7.0%
1800,after_e4,e7e6,16.0%,h7h5,16.0%,d7d5,16.0%,e7e5,12.0%,g7g5,12.0%
1800,after_d4,c7c5,23.0%,a7a6,11.0%,b7b5,10.0%,h7h5,8.0%,d7d6,8.0%
1800,italian_game,g2g4,49.0%,g2g3,19.0%,h2h4,7.0%,b2b4,6.0%,c2c3,3.0%
1800,queens_gambit,e7e5,43.0%,b8c6,6.0%,d5c4,6.0%,e7e6,4.0%,a7a6,4.0%
1850,start,d2d3,13.0%,c2c4,10.0%,e2e3,9.0%,h2h4,8.0%,g1f3,8.0%
1850,after_e4,h7h5,21.0%,d7d5,15.0%,a7a6,10.0%,c7c5,8.0%,e7e6,8.0%
1850,after_d4,h7h5,12.0%,d7d5,12.0%,h7h6,9.0%,e7e6,8.0%,a7a6,8.0%
1850,italian_game,g2g3,27.0%,h2h4,17.0%,g2g4,13.0%,h2h3,10.0%,b1c3,9.0%
1850,queens_gambit,a7a6,31.0%,h7h5,17.0%,b8c6,7.0%,a7a5,7.0%,f7f6,6.0%
1900,start,e2e3,13.0%,c2c3,10.0%,e2e4,8.0%,d2d3,7.0%,b2b3,6.0%
1900,after_e4,d7d5,33.0%,c7c5,7.0%,h7h5,7.0%,e7e5,5.0%,b7b5,5.0%
1900,after_d4,h7h6,17.0%,d7d5,12.0%,h7h5,9.0%,e7e6,8.0%,d7d6,6.0%
1900,italian_game,g2g3,35.0%,h2h4,16.0%,h2h3,11.0%,b1c3,9.0%,b2b4,5.0%
1900,queens_gambit,h7h6,18.0%,h7h5,10.0%,b8c6,7.0%,a7a6,6.0%,f7f6,5.0%
1950,start,d2d3,16.0%,e2e3,11.0%,h2h4,9.0%,g1f3,7.0%,f2f3,6.0%
1950,after_e4,h7h5,20.0%,c7c5,14.0%,a7a6,11.0%,e7e5,11.0%,b7b5,10.0%
1950,after_d4,b8c6,18.0%,h7h5,13.0%,c7c5,11.0%,b7b5,10.0%,e7e5,8.0%
1950,italian_game,h2h4,26.0%,g2g3,25.0%,b1c3,23.0%,a2a4,2.0%,b2b3,2.0%
1950,queens_gambit,d5c4,25.0%,b8c6,10.0%,a7a6,8.0%,b7b6,7.0%,f7f5,5.0%
2000,start,d2d3,17.0%,c2c3,12.0%,e2e3,11.0%,b1c3,7.0%,c2c4,6.0%
2000,after_e4,h7h5,19.0%,d7d5,12.0%,c7c5,11.0%,b8c6,11.0%,a7a6,10.0%
2000,after_d4,h7h5,20.0%,c7c5,10.0%,h7h6,8.0%,e7e6,8.0%,d7d5,7.0%
2000,italian_game,g2g3,22.0%,g2g4,13.0%,h2h4,12.0%,c2c3,12.0%,d2d3,12.0%
2000,queens_gambit,h7h6,29.0%,b8c6,12.0%,h7h5,10.0%,d5c4,9.0%,e7e6,7.0%
2050,start,d2d3,13.0%,h2h4,9.0%,e2e3,8.0%,c2c3,8.0%,c2c4,7.0%
2050,after_e4,a7a6,14.0%,d7d5,13.0%,h7h5,12.0%,b7b5,11.0%,c7c5,7.0%
2050,after_d4,e7e6,16.0%,b8c6,11.0%,h7h6,10.0%,a7a6,10.0%,b7b5,9.0%
2050,italian_game,g2g3,24.0%,g2g4,19.0%,h2h4,15.0%,h2h3,15.0%,b1c3,5.0%
2050,queens_gambit,e7e5,25.0%,b8c6,9.0%,a7a6,7.0%,e7e6,6.0%,f7f6,4.0%
2100,start,b1c3,12.0%,c2c3,9.0%,a2a4,8.0%,d2d3,7.0%,c2c4,7.0%
2100,after_e4,b7b5,15.0%,h7h5,13.0%,a7a6,10.0%,e7e6,9.0%,e7e5,8.0%
2100,after_d4,d7d5,15.0%,h7h6,12.0%,e7e6,11.0%,b8c6,10.0%,d7d6,10.0%
2100,italian_game,h2h4,17.0%,g2g3,15.0%,h2h3,14.0%,b1c3,14.0%,d2d3,11.0%
2100,queens_gambit,d5c4,27.0%,h7h6,11.0%,e7e6,9.0%,a7a6,9.0%,b8c6,8.0%
2150,start,e2e3,35.0%,c2c3,14.0%,d2d4,7.0%,a2a4,6.0%,b1c3,5.0%
2150,after_e4,d7d5,35.0%,h7h5,12.0%,a7a6,10.0%,e7e5,7.0%,b7b5,7.0%
2150,after_d4,e7e5,46.0%,e7e6,8.0%,d7d5,7.0%,h7h6,5.0%,h7h5,5.0%
2150,italian_game,g2g3,26.0%,d2d3,12.0%,h2h4,11.0%,a2a4,11.0%,g2g4,10.0%
2150,queens_gambit,h7h6,37.0%,e7e6,18.0%,h7h5,11.0%,a7a6,8.0%,b7b5,5.0%
2200,start,c2c3,13.0%,b1a3,10.0%,b2b3,9.0%,d2d4,8.0%,g1f3,8.0%
2200,after_e4,h7h5,22.0%,b7b5,14.0%,e7e6,11.0%,e7e5,11.0%,b8c6,9.0%
2200,after_d4,b8c6,15.0%,e7e6,12.0%,h7h6,11.0%,g8h6,10.0%,e7e5,10.0%
2200,italian_game,g2g3,23.0%,b2b4,13.0%,c2c3,10.0%,g2g4,9.0%,d2d3,9.0%
2200,queens_gambit,d5c4,22.0%,e7e5,20.0%,b8c6,16.0%,h7h6,6.0%,a7a6,4.0%
2250,start,g1f3,29.0%,c2c4,8.0%,c2c3,7.0%,b2b3,6.0%,a2a4,6.0%
2250,after_e4,e7e6,30.0%,b8c6,16.0%,h7h5,15.0%,g7g5,13.0%,c7c5,8.0%
2250,after_d4,h7h5,17.0%,b8c6,16.0%,e7e6,13.0%,d7d5,6.0%,a7a6,6.0%
2250,italian_game,g2g3,26.0%,b1c3,17.0%,d2d3,16.0%,h2h3,13.0%,h2h4,10.0%
2250,queens_gambit,e7e6,13.0%,b8c6,10.0%,a7a6,10.0%,b7b6,8.0%,e7e5,7.0%
2300,start,g1f3,21.0%,c2c3,9.0%,a2a4,9.0%,b2b3,7.0%,a2a3,6.0%
2300,after_e4,g7g5,23.0%,e7e6,22.0%,b7b5,15.0%,e7e5,12.0%,b8c6,7.0%
2300,after_d4,c7c5,23.0%,e7e6,20.0%,d7d5,17.0%,b8c6,14.0%,h7h5,7.0%
2300,italian_game,g2g3,19.0%,h2h3,11.0%,b1c3,11.0%,f1e2,9.0%,g2g4,8.0%
2300,queens_gambit,e7e5,37.0%,e7e6,11.0%,d5c4,11.0%,b8c6,10.0%,a7a6,6.0%
