game,missing_queen,missing_rook,missing_bishop,missing_knight,missing_two_pawns,black_missing_queen,black_missing_rook,timestamp
480,-0.6080,-0.4908,-0.0992,-0.0246,-0.3493,+0.8499,+0.4875,2026-09-04 08:53:25
500,-0.6484,-0.5113,-0.1251,-0.1187,-0.3552,+0.8327,+0.5126,2026-09-04 09:15:36
520,-0.6316,-0.5178,-0.1044,-0.0799,-0.3393,+0.8369,+0.4972,2026-09-04 09:34:11
540,-0.6438,-0.5137,-0.1055,-0.0809,-0.4005,+0.8394,+0.5216,2026-09-04 10:07:54
560,-0.6014,-0.4800,-0.1002,-0.0256,-0.3766,+0.8269,+0.5023,2026-09-04 10:23:00
580,-0.6372,-0.4829,-0.0975,-0.0097,-0.3379,+0.8442,+0.5343,2026-09-04 10:57:04
600,-0.6329,-0.5024,-0.0683,+0.0214,-0.3586,+0.8484,+0.5259,2026-09-04 11:30:29
620,-0.6220,-0.5215,-0.0913,+0.0094,-0.3536,+0.8423,+0.5293,2026-09-04 12:00:25
640,-0.6205,-0.4959,-0.0932,+0.0376,-0.3375,+0.8436,+0.5255,2026-09-04 12:22:40
660,-0.6377,-0.5234,-0.0857,+0.0008,-0.3646,+0.8428,+0.5528,2026-09-04 12:49:06
680,-0.6228,-0.5027,-0.1026,+0.0115,-0.3340,+0.8436,+0.5072,2026-09-04 13:09:52
700,-0.6063,-0.4636,-0.0779,+0.0209,-0.3544,+0.8433,+0.5232,2026-09-04 13:30:34
720,-0.5794,-0.4862,-0.0777,+0.0328,-0.3428,+0.8319,+0.5393,2026-09-04 13:56:22
740,-0.6273,-0.5065,-0.0928,+0.0221,-0.3569,+0.8425,+0.5314,2026-09-04 14:25:44
760,-0.6258,-0.5119,-0.0788,+0.0091,-0.3107,+0.8389,+0.5211,2026-09-04 15:05:38
780,-0.6222,-0.5303,-0.1044,+0.0014,-0.3389,+0.8311,+0.5388,2026-09-04 15:40:54
800,-0.6092,-0.5104,-0.1235,+0.0134,-0.3418,+0.8182,+0.5363,2026-09-04 16:09:27
820,-0.5885,-0.4805,-0.0649,+0.0233,-0.3410,+0.8183,+0.5371,2026-09-04 16:32:29
840,-0.5923,-0.5201,-0.1483,+0.0153,-0.3586,+0.8360,+0.5036,2026-09-04 17:06:02
860,-0.6261,-0.5122,-0.1224,+0.0144,-0.3243,+0.8306,+0.5150,2026-09-04 17:50:47
880,-0.6262,-0.5075,-0.1237,+0.0080,-0.3477,+0.8491,+0.5485,2026-09-04 18:23:47
900,-0.6271,-0.5227,-0.1654,-0.0088,-0.3628,+0.8179,+0.5040,2026-09-04 18:58:03
920,-0.6212,-0.5221,-0.1603,+0.0040,-0.3644,+0.8268,+0.5312,2026-09-04 19:41:40
940,-0.6534,-0.5183,-0.1964,-0.0047,-0.3667,+0.8358,+0.5389,2026-09-04 20:14:04
960,-0.6077,-0.5012,-0.1189,+0.0152,-0.3376,+0.8469,+0.5263,2026-09-04 21:04:17
980,-0.6435,-0.5377,-0.1339,+0.0135,-0.3631,+0.8453,+0.5266,2026-09-04 21:29:50
1000,-0.6172,-0.5212,-0.0996,+0.0138,-0.3363,+0.8318,+0.5219,2026-09-04 22:11:51
1020,-0.6086,-0.5109,-0.1079,-0.0039,-0.3365,+0.8449,+0.5294,2026-09-04 23:23:09
1040,-0.6197,-0.4771,-0.0972,+0.0157,-0.3350,+0.8120,+0.5273,2026-09-04 23:42:32
1060,-0.6602,-0.4983,-0.0931,+0.0322,-0.2982,+0.8449,+0.5437,2026-09-05 00:00:04
1080,-0.6286,-0.4647,-0.0600,+0.0299,-0.3128,+0.8393,+0.5444,2026-09-05 00:19:20
1100,-0.6432,-0.5022,-0.0915,+0.0023,-0.3065,+0.8404,+0.5498,2026-09-05 00:38:59
1120,-0.6428,-0.5118,-0.1133,+0.0411,-0.3915,+0.8210,+0.5087,2026-09-05 00:57:00
1140,-0.6411,-0.5095,-0.0461,+0.0134,-0.3482,+0.8187,+0.5265,2026-09-05 01:16:21
1160,-0.6078,-0.5030,-0.0909,+0.0194,-0.3305,+0.8516,+0.5397,2026-09-05 01:37:33
1180,-0.6060,-0.5102,-0.0987,+0.0246,-0.3328,+0.8488,+0.5369,2026-09-05 01:59:44
1200,-0.5728,-0.4712,-0.0608,+0.0442,-0.3198,+0.8414,+0.5235,2026-09-05 02:22:18
1220,-0.6186,-0.5165,-0.0957,-0.0090,-0.3618,+0.8445,+0.5407,2026-09-05 02:45:07
1240,-0.6008,-0.4995,-0.1057,-0.0653,-0.3359,+0.8317,+0.5386,2026-09-05 03:03:32
1260,-0.5866,-0.5262,-0.1194,-0.0107,-0.3588,+0.8401,+0.5390,2026-09-05 03:28:54
1280,-0.5665,-0.4566,-0.0724,+0.0024,-0.3349,+0.8325,+0.5267,2026-09-05 03:48:36
1300,-0.6177,-0.5164,-0.1082,-0.0095,-0.3652,+0.8206,+0.5243,2026-09-05 04:08:19
1320,-0.6072,-0.4761,-0.1105,+0.0253,-0.3459,+0.8217,+0.5268,2026-09-05 04:33:19
1340,-0.6144,-0.4936,-0.0797,+0.0128,-0.3465,+0.8210,+0.5074,2026-09-05 04:57:02
1360,-0.5705,-0.4522,-0.1075,+0.0227,-0.3254,+0.8125,+0.5019,2026-09-05 05:20:17
1380,-0.5985,-0.4863,-0.1062,+0.0283,-0.3112,+0.8312,+0.5212,2026-09-05 05:43:56
1400,-0.6005,-0.4904,-0.0780,+0.0277,-0.3489,+0.8224,+0.5326,2026-09-05 06:06:12
1420,-0.5808,-0.4634,-0.0127,+0.0356,-0.3226,+0.7955,+0.5120,2026-09-05 06:29:43
1440,-0.6234,-0.5108,-0.1122,+0.0075,-0.3500,+0.8235,+0.5375,2026-09-05 06:52:49
1460,-0.6465,-0.5502,-0.1110,-0.0628,-0.3697,+0.8444,+0.5540,2026-09-05 07:16:34
1480,-0.6138,-0.5065,-0.1092,+0.0054,-0.3261,+0.8278,+0.5067,2026-09-05 07:38:30
1500,-0.6046,-0.4734,-0.0950,+0.0196,-0.3508,+0.8401,+0.5255,2026-09-05 07:57:45
1520,-0.6157,-0.4878,-0.0878,-0.0260,-0.3579,+0.8427,+0.5062,2026-09-07 03:19:00
1540,-0.6032,-0.4608,-0.0953,+0.0257,-0.2830,+0.8581,+0.4999,2026-09-07 03:39:51
1560,-0.5659,-0.4429,-0.0425,+0.0480,-0.3275,+0.8621,+0.5163,2026-09-07 04:03:19
1580,-0.5944,-0.5123,-0.0967,+0.0278,-0.3235,+0.8470,+0.5204,2026-09-07 04:25:19
1600,-0.6487,-0.5261,-0.1418,+0.0050,-0.3667,+0.8336,+0.5153,2026-09-07 04:47:13
1620,-0.6137,-0.5129,-0.1039,+0.0127,-0.3317,+0.8383,+0.5178,2026-09-07 05:08:49
1640,-0.6095,-0.4763,-0.1016,+0.0247,-0.3368,+0.8201,+0.5200,2026-09-07 05:26:53
1660,-0.6104,-0.5090,-0.1029,+0.0118,-0.3309,+0.8374,+0.5534,2026-09-07 05:50:49
1680,-0.6131,-0.5246,-0.1066,+0.0086,-0.3386,+0.8170,+0.4820,2026-09-07 06:10:14
1700,-0.6245,-0.5335,-0.1139,+0.0127,-0.3379,+0.8374,+0.5323,2026-09-07 06:34:14
1720,-0.6099,-0.4852,-0.0947,+0.0234,-0.3173,+0.8381,+0.5227,2026-09-07 06:55:18
1740,-0.6075,-0.4881,-0.0860,+0.0119,-0.3325,+0.8259,+0.5279,2026-09-07 07:17:43
1760,-0.6006,-0.4851,-0.0988,+0.0234,-0.3375,+0.8052,+0.4999,2026-09-07 07:36:09
1780,-0.5971,-0.4807,-0.0834,+0.0416,-0.3256,+0.8132,+0.5231,2026-09-07 07:57:02
1800,-0.6130,-0.4558,-0.1055,+0.0465,-0.3294,+0.8056,+0.5001,2026-09-07 08:18:12
1820,-0.6032,-0.4705,-0.1001,+0.0382,-0.3362,+0.8412,+0.5248,2026-09-07 08:41:11
1840,-0.5981,-0.4431,-0.0665,+0.0446,-0.3263,+0.8221,+0.4835,2026-09-07 09:23:10
1860,-0.6332,-0.5093,-0.0916,+0.0166,-0.3497,+0.8251,+0.5027,2026-09-07 10:04:13
1880,-0.5991,-0.4668,-0.0428,+0.0483,-0.3292,+0.8011,+0.5004,2026-09-07 10:38:37
1900,-0.6027,-0.4984,-0.0628,+0.0489,-0.3155,+0.8112,+0.5310,2026-09-07 11:15:51
1920,-0.6148,-0.4966,-0.0933,+0.0413,-0.3171,+0.8293,+0.5163,2026-09-07 11:49:42
1940,-0.5870,-0.4559,-0.0432,+0.0633,-0.3078,+0.8253,+0.5314,2026-09-07 12:14:11
1960,-0.6213,-0.5073,-0.0895,+0.0328,-0.3558,+0.8280,+0.5275,2026-09-07 12:38:12
1980,-0.6241,-0.4728,-0.0863,+0.0278,-0.3283,+0.8096,+0.5212,2026-09-07 12:56:34
2000,-0.5838,-0.4449,-0.0186,+0.0622,-0.3198,+0.8202,+0.4792,2026-09-07 13:21:40
2020,-0.6108,-0.4730,-0.0708,+0.0385,-0.3373,+0.8261,+0.5039,2026-09-07 13:43:46
2040,-0.6092,-0.4964,-0.1001,+0.0447,-0.3542,+0.8333,+0.5186,2026-09-07 14:10:29
2060,-0.6115,-0.4976,-0.0976,+0.0454,-0.3486,+0.8189,+0.4996,2026-09-07 14:35:01
2080,-0.5966,-0.4891,-0.0783,+0.0269,-0.3585,+0.8307,+0.5354,2026-09-07 14:59:20
2100,-0.6223,-0.4942,-0.0944,+0.0269,-0.3634,+0.8289,+0.5319,2026-09-07 15:27:00
2120,-0.6247,-0.5018,-0.0821,+0.0246,-0.3548,+0.8299,+0.5266,2026-09-07 16:04:36
2140,-0.5823,-0.4884,-0.0780,+0.0386,-0.3501,+0.8278,+0.5195,2026-09-07 16:31:16
2160,-0.5865,-0.4761,-0.0715,+0.0467,-0.3448,+0.8487,+0.5260,2026-09-07 16:59:42
2180,-0.5959,-0.4950,-0.0960,+0.0284,-0.3576,+0.8321,+0.5181,2026-09-07 17:33:42
2200,-0.5805,-0.4598,-0.0792,+0.0303,-0.3519,+0.8419,+0.5357,2026-09-07 18:17:10
2220,-0.5935,-0.4943,-0.0748,+0.0395,-0.3373,+0.8219,+0.5067,2026-09-07 18:50:37
2240,-0.5732,-0.4756,-0.0698,+0.0439,-0.3363,+0.8388,+0.5167,2026-09-07 19:27:15
2260,-0.5912,-0.4871,-0.0850,+0.0386,-0.3720,+0.8251,+0.5223,2026-09-07 20:01:27
2280,-0.5893,-0.4849,-0.0937,+0.0254,-0.3676,+0.8126,+0.5281,2026-09-07 20:23:19
2300,-0.6028,-0.4994,-0.0992,+0.0358,-0.3686,+0.8220,+0.5152,2026-09-07 20:45:23
2320,-0.5838,-0.4792,-0.0889,+0.0504,-0.3508,+0.8085,+0.5328,2026-09-07 21:10:09
2340,-0.6085,-0.4780,-0.0956,+0.0256,-0.3706,+0.8160,+0.5256,2026-09-07 21:45:09
2360,-0.5906,-0.4616,-0.0768,+0.0388,-0.3614,+0.8012,+0.5039,2026-09-07 22:09:25
2380,-0.5618,-0.4337,-0.0513,+0.0516,-0.3507,+0.7948,+0.5079,2026-09-07 22:29:41
2400,-0.6187,-0.4853,-0.1266,+0.0213,-0.3729,+0.8077,+0.5193,2026-09-07 22:48:25
2420,-0.6022,-0.4850,-0.0881,+0.0286,-0.3638,+0.8293,+0.5357,2026-09-07 23:12:31
2440,-0.5798,-0.4603,-0.0870,+0.0310,-0.3690,+0.7982,+0.5096,2026-09-07 23:32:25
2460,-0.5753,-0.4462,-0.0718,+0.0330,-0.3512,+0.8203,+0.5201,2026-09-07 23:51:02
2480,-0.5965,-0.4849,-0.0821,+0.0500,-0.3597,+0.8025,+0.5031,2026-09-08 00:16:45
2500,-0.6320,-0.4947,-0.1082,+0.0272,-0.3699,+0.8205,+0.5410,2026-09-08 00:41:49
2520,-0.5718,-0.4899,-0.0728,+0.0393,-0.3554,+0.8153,+0.5168,2026-09-08 01:06:02
2540,-0.5802,-0.4699,-0.0832,+0.0331,-0.3599,+0.8150,+0.5347,2026-09-08 01:30:00
2560,-0.6124,-0.5176,-0.0989,+0.0296,-0.3612,+0.8031,+0.5066,2026-09-08 01:54:30
2580,-0.5634,-0.4979,-0.0652,+0.0224,-0.3592,+0.8048,+0.5189,2026-09-08 02:20:12
2600,-0.6145,-0.5584,-0.1084,+0.0351,-0.3618,+0.8160,+0.5345,2026-09-08 02:46:57
2620,-0.5857,-0.4681,-0.0629,+0.0529,-0.2788,+0.8052,+0.5204,2026-09-08 03:10:45
2640,-0.6118,-0.5149,-0.0805,+0.0324,-0.3146,+0.8210,+0.5355,2026-09-08 03:38:13
2660,-0.5900,-0.5078,-0.0827,+0.0327,-0.3860,+0.8165,+0.5263,2026-09-08 04:00:43
2680,-0.5592,-0.4477,-0.0411,+0.0752,-0.3500,+0.8056,+0.5065,2026-09-08 04:25:26
2700,-0.5812,-0.4706,-0.0905,+0.0281,-0.3900,+0.8045,+0.4968,2026-09-08 04:47:16
2720,-0.6055,-0.4722,-0.0832,+0.0344,-0.4104,+0.8139,+0.5061,2026-09-08 05:11:21
2740,-0.6069,-0.4794,-0.0820,+0.0271,-0.3770,+0.8057,+0.4857,2026-09-08 05:32:34
2760,-0.5841,-0.4582,-0.0677,+0.0504,-0.3319,+0.7958,+0.5007,2026-09-08 06:03:54
2780,-0.5791,-0.4917,-0.0937,+0.0419,-0.3670,+0.8039,+0.5090,2026-09-08 06:29:12
2800,-0.5845,-0.5058,-0.0908,+0.0512,-0.3663,+0.8048,+0.5156,2026-09-08 06:51:01
2820,-0.5738,-0.4853,-0.0786,+0.0538,-0.3518,+0.8183,+0.5105,2026-09-08 07:12:58
2840,-0.5684,-0.4921,-0.0910,+0.0403,-0.3623,+0.7888,+0.4982,2026-09-08 07:40:10
2860,-0.6032,-0.5204,-0.0860,+0.0488,-0.3651,+0.8090,+0.5177,2026-09-08 08:02:55
2880,-0.6104,-0.5310,-0.0945,+0.0417,-0.3544,+0.8163,+0.5012,2026-09-08 08:22:36
2900,-0.6078,-0.5304,-0.1086,+0.0434,-0.3588,+0.7868,+0.4978,2026-09-08 08:48:31
2920,-0.5733,-0.4741,-0.0836,+0.0678,-0.3323,+0.7977,+0.5173,2026-09-08 09:13:43
2940,-0.6034,-0.4979,-0.0874,+0.0474,-0.3485,+0.8149,+0.5235,2026-09-08 09:37:54
2960,-0.5869,-0.4785,-0.0881,+0.0876,-0.3279,+0.8331,+0.5295,2026-09-08 10:00:44
2980,-0.5889,-0.4842,-0.1091,+0.0646,-0.3490,+0.8341,+0.5082,2026-09-08 10:22:11
3000,-0.6003,-0.4768,-0.1211,+0.0443,-0.3656,+0.8168,+0.5050,2026-09-08 10:47:54
3020,-0.5849,-0.4691,-0.1030,+0.0506,-0.3589,+0.8105,+0.4951,2026-09-08 11:06:41
3040,-0.5877,-0.4889,-0.1185,+0.0337,-0.3613,+0.7975,+0.5030,2026-09-08 11:26:43
3060,-0.6073,-0.5144,-0.0980,+0.0287,-0.3613,+0.8314,+0.5271,2026-09-08 11:52:17
3080,-0.6040,-0.5074,-0.1001,+0.0128,-0.3625,+0.8073,+0.5079,2026-09-08 12:18:51
3100,-0.5976,-0.4918,-0.0919,+0.0438,-0.3473,+0.8190,+0.5222,2026-09-08 12:39:32
3120,-0.6077,-0.5088,-0.0928,+0.0404,-0.3598,+0.8232,+0.5290,2026-09-08 13:10:09
3140,-0.5862,-0.4843,-0.0994,+0.0489,-0.3586,+0.7981,+0.4978,2026-09-08 13:35:08
3160,-0.5604,-0.4298,-0.1104,+0.0482,-0.3408,+0.8047,+0.5084,2026-09-08 13:56:31
3180,-0.5909,-0.4892,-0.1064,+0.0256,-0.3824,+0.8084,+0.5037,2026-09-08 14:20:16
3200,-0.6023,-0.4701,-0.0845,+0.0451,-0.3740,+0.8026,+0.5105,2026-09-08 14:44:46
3220,-0.6118,-0.4994,-0.0997,+0.0446,-0.3642,+0.8195,+0.5347,2026-09-08 15:11:38
3240,-0.5986,-0.4865,-0.0838,+0.0367,-0.3501,+0.8122,+0.5142,2026-09-08 15:34:24
3260,-0.5875,-0.4881,-0.0914,+0.0408,-0.3830,+0.7952,+0.5272,2026-09-08 15:58:11
3280,-0.5583,-0.4448,-0.0877,+0.0636,-0.3574,+0.8003,+0.5404,2026-09-08 16:16:29
3300,-0.5770,-0.4938,-0.0933,+0.0380,-0.3795,+0.7924,+0.5012,2026-09-08 16:43:32
3320,-0.5741,-0.4887,-0.0689,+0.0283,-0.3514,+0.7947,+0.4954,2026-09-08 17:07:59
3340,-0.5679,-0.4952,-0.0895,+0.0355,-0.3399,+0.8009,+0.5067,2026-09-08 17:32:05
3360,-0.5868,-0.4817,-0.0960,+0.0363,-0.3570,+0.8049,+0.5192,2026-09-08 17:57:51
3380,-0.5613,-0.4819,-0.0831,+0.0429,-0.3734,+0.8109,+0.5103,2026-09-08 18:21:07
3400,-0.5380,-0.4529,-0.0692,+0.0661,-0.3304,+0.8110,+0.5103,2026-09-10 09:39:04
3420,-0.5706,-0.4771,-0.0916,+0.0410,-0.3335,+0.8038,+0.5090,2026-09-10 10:05:24
3440,-0.5692,-0.4227,-0.0413,+0.0448,-0.2752,+0.7926,+0.4826,2026-09-10 10:28:32
3460,-0.5565,-0.4654,-0.0790,+0.0339,-0.3198,+0.7882,+0.4909,2026-09-10 10:50:00
3480,-0.5802,-0.4714,-0.0972,+0.0426,-0.3461,+0.8351,+0.5339,2026-09-10 11:12:25
3500,-0.5647,-0.4904,-0.0799,+0.0540,-0.3370,+0.8235,+0.5117,2026-09-10 11:36:57
3520,-0.5808,-0.4576,-0.0922,+0.0311,-0.3569,+0.8224,+0.5178,2026-09-10 11:59:50
3540,-0.5830,-0.4732,-0.0761,+0.0310,-0.3795,+0.7963,+0.4691,2026-09-10 12:21:38
3560,-0.5707,-0.4479,-0.0542,+0.0477,-0.3157,+0.8060,+0.4982,2026-09-10 12:42:22
3580,-0.5850,-0.4603,-0.0588,+0.0517,-0.3363,+0.8005,+0.5152,2026-09-10 13:02:36
3600,-0.6174,-0.4829,-0.1205,+0.0571,-0.3393,+0.8049,+0.4976,2026-09-10 13:21:56
3620,-0.5807,-0.4655,-0.0593,+0.0522,-0.3185,+0.7713,+0.4999,2026-09-10 13:46:49
3640,-0.5644,-0.4711,-0.0566,+0.0458,-0.3172,+0.7944,+0.5092,2026-09-10 14:08:16
3660,-0.5820,-0.4547,-0.0608,+0.0735,-0.3142,+0.8331,+0.5368,2026-09-10 14:33:22
3680,-0.6052,-0.4774,-0.0840,+0.0299,-0.3469,+0.8078,+0.5114,2026-09-10 14:53:03
3700,-0.5959,-0.4792,-0.1002,+0.0295,-0.3037,+0.7942,+0.5023,2026-09-10 15:14:36
3720,-0.6331,-0.4826,-0.1152,+0.0265,-0.3332,+0.7959,+0.4956,2026-09-10 15:38:09
3740,-0.6150,-0.4776,-0.0988,+0.0304,-0.3056,+0.8026,+0.5086,2026-09-10 16:05:51
